Date,LTP,Change,High,Low,Open,Quantity,Turnover
2024-04-22,199.00,-1.49,205.00,198.50,202.00,"13,039","2,618,613.70"
2024-04-24,198.90,-0.05,205.00,195.10,202.90,"20,407","4,088,443.60"
2024-04-25,196.00,-1.46,199.00,195.00,196.00,"7,642","1,498,312.00"
2024-04-28,196.80,0.41,198.90,193.50,198.90,"6,720","1,315,216.50"
2024-04-29,200.50,1.88,200.70,194.00,198.00,"19,305","3,807,443.60"
2024-04-30,209.60,4.54,212.00,199.00,204.40,"39,978","8,242,787.40"
2024-05-02,208.30,-0.62,210.00,204.40,210.00,"20,153","4,175,966.10"
2024-05-05,199.30,-4.32,208.30,199.00,208.30,"14,340","2,905,775.30"
2024-05-06,209.10,4.92,209.10,197.00,197.50,"11,159","2,237,448.80"
2024-05-07,204.00,-2.44,213.20,197.10,213.20,"27,296","5,577,600.10"
2024-05-08,202.00,-0.98,204.00,200.00,203.00,"4,406","889,632.00"
2024-05-09,198.00,-1.98,202.00,198.00,202.00,"11,029","2,199,988.50"
2024-05-12,198.00,0,205.90,194.40,198.00,"12,467","2,484,732.50"
2024-05-13,195.00,-1.52,199.00,194.10,195.30,"12,833","2,511,196.00"
2024-05-14,202.50,3.85,206.60,193.70,195.00,"14,355","2,847,729.50"
2024-05-15,198.90,-1.78,203.90,197.00,200.00,"6,846","1,374,339.20"
2024-05-16,196.80,-1.06,202.80,193.00,202.80,"12,864","2,512,639.90"
2024-05-19,198.00,0.61,203.00,195.00,200.70,"31,007","6,183,805.00"
2024-05-20,198.20,0.1,201.50,196.00,197.00,"15,706","3,104,650.30"
2024-05-21,202.00,1.92,203.00,197.30,202.10,"19,853","3,977,433.90"
2024-05-22,198.00,-1.98,202.70,196.00,202.00,"19,872","3,953,658.10"
2024-05-26,194.50,-1.77,201.90,194.50,199.00,"9,932","1,949,065.70"
2024-05-27,195.00,0.26,199.90,193.10,194.00,"12,811","2,508,427.00"
2024-05-29,191.00,-2.05,202.80,190.00,198.90,"14,270","2,756,291.50"
2024-05-30,190.00,-0.52,198.00,190.00,192.00,"12,284","2,358,266.80"
2024-06-02,190.00,0,194.00,185.30,193.80,"30,660","5,813,665.20"
2024-06-03,189.10,-0.47,195.30,189.00,193.70,"13,568","2,581,413.50"
2024-06-04,190.00,0.48,192.80,189.00,190.10,"12,337","2,354,063.90"
2024-06-05,188.70,-0.68,193.70,188.70,190.10,"8,311","1,576,885.60"
2024-06-06,189.40,0.37,191.00,187.20,189.00,"10,507","1,977,400.40"
2024-06-09,187.20,-1.16,190.00,186.30,187.00,"8,497","1,593,453.00"
2024-06-10,193.20,3.21,194.80,190.00,190.90,"27,961","5,393,337.80"
2024-06-11,201.60,4.35,203.60,194.00,195.00,"35,133","7,042,128.90"
2024-06-12,199.00,-1.29,205.00,197.00,205.00,"22,934","4,584,506.50"
2024-06-13,196.80,-1.11,201.00,195.00,200.00,"17,861","3,540,249.50"
2024-06-16,210.00,6.71,213.00,197.10,198.30,"123,018","25,449,197.90"
2024-06-18,220.20,4.86,225.00,205.80,212.00,"130,458","28,688,030.10"
2024-06-19,215.10,-2.32,228.00,213.00,224.00,"29,462","6,420,305.30"
2024-06-20,209.00,-2.84,218.90,204.00,218.00,"50,514","10,481,914.20"
2024-06-23,203.80,-2.49,209.00,201.00,209.00,"26,561","5,418,009.20"
2024-06-24,200.00,-1.86,207.00,198.00,203.00,"34,630","6,950,534.10"
2024-06-25,209.90,4.95,209.90,202.20,204.00,"28,451","5,852,117.40"
2024-06-26,205.70,-2,214.00,200.90,214.00,"23,854","4,904,925.50"
2024-06-27,201.50,-2.04,205.10,197.10,205.10,"23,565","4,733,259.40"
2024-06-30,202.80,0.65,208.70,199.00,200.00,"15,292","3,104,538.20"
2024-07-01,204.00,0.59,205.00,199.00,199.00,"10,108","2,044,183.40"
2024-07-02,209.00,2.45,218.00,204.00,208.00,"21,962","4,571,356.50"
2024-07-03,205.00,-1.91,213.10,201.20,213.10,"18,140","3,696,565.30"
2024-07-04,205.00,0,212.00,205.00,205.00,"16,221","3,350,764.60"
2024-07-07,205.00,0,209.00,204.30,205.00,"30,477","6,266,606.10"
2024-07-08,207.00,0.98,209.00,205.00,205.60,"13,742","2,846,730.40"
2024-07-09,205.00,-0.97,211.00,200.90,211.00,"18,407","3,775,246.80"
2024-07-10,205.00,0,213.00,204.20,209.10,"16,307","3,361,593.30"
2024-07-11,211.00,2.93,213.00,205.40,209.00,"29,743","6,231,940.80"
2024-07-14,215.90,2.32,221.00,212.50,215.20,"30,620","6,609,633.30"
2024-07-15,213.00,-1.34,228.00,212.70,220.20,"35,242","7,655,563.40"
2024-07-16,223.50,4.93,225.00,215.00,217.20,"81,862","18,078,214.70"
2024-07-17,238.60,6.76,239.70,227.90,227.90,"111,239","26,076,777.90"
2024-07-18,236.50,-0.88,245.00,231.30,241.90,"52,959","12,517,175.60"
2024-07-21,232.80,-1.56,237.00,227.00,233.90,"50,249","11,645,852.80"
2024-07-22,230.00,-1.2,237.00,220.00,237.00,"45,249","10,422,711.50"
2024-07-23,238.40,3.65,239.30,227.60,230.00,"74,892","17,721,694.90"
2024-07-24,235.00,-1.43,247.80,233.30,243.00,"63,136","15,145,468.90"
2024-07-25,237.00,0.85,239.00,231.00,235.00,"43,342","10,155,726.90"
2024-07-28,234.80,-0.93,246.50,226.00,241.70,"49,276","11,575,612.20"
2024-07-29,234.00,-0.34,241.00,230.00,239.40,"56,333","13,378,146.60"
2024-07-30,235.00,0.43,242.70,229.40,237.00,"39,265","9,169,087.50"
2024-07-31,258.50,10,258.50,235.30,239.70,"121,741","30,305,216.90"
2024-08-01,259.50,0.39,273.00,254.80,260.00,"90,373","23,650,972.10"
2024-08-05,253.00,-2.5,264.20,245.00,259.90,"61,700","15,556,242.10"
2024-08-06,237.90,-5.97,257.00,233.50,253.00,"62,984","15,455,436.20"
2024-08-07,247.00,3.83,248.00,233.00,238.00,"61,452","14,782,379.70"
2024-08-08,240.00,-2.83,262.00,238.00,251.90,"58,021","14,301,082.80"
2024-08-11,261.00,8.75,261.00,242.00,242.00,"102,514","25,856,456.40"
2024-08-12,285.00,9.2,286.50,266.00,266.00,"147,183","40,637,480.20"
2024-08-13,281.90,-1.09,290.70,275.10,290.70,"70,353","19,922,955.60"
2024-08-14,295.00,4.65,300.90,267.00,285.00,"81,682","22,958,280.70"
2024-08-15,293.00,-0.68,312.00,290.00,300.00,"84,270","25,009,660.30"
2024-08-18,294.00,0.34,298.00,284.00,293.00,"112,342","32,839,974.90"
2024-08-21,286.90,-2.41,300.00,284.40,299.80,"46,174","13,375,143.20"
2024-08-22,283.00,-1.36,295.00,281.30,286.90,"37,826","10,906,828.50"
2024-08-25,267.00,-5.65,294.30,267.00,286.00,"41,171","11,238,376.80"
2024-08-27,255.00,-4.49,277.00,247.20,272.30,"50,219","12,862,112.60"
2024-08-28,248.50,-2.55,276.40,245.00,260.00,"26,482","6,881,598.20"
2024-08-29,249.00,0.2,260.10,241.00,245.20,"30,731","7,665,085.00"
2024-09-01,246.00,-1.2,259.00,244.60,253.00,"37,809","9,577,007.00"
2024-09-02,258.90,5.24,270.00,246.00,246.00,"55,222","14,361,368.30"
2024-09-03,265.00,2.36,274.30,248.80,264.00,"91,348","24,183,843.20"
2024-09-04,256.00,-3.4,273.30,248.10,268.00,"31,645","8,026,575.30"
2024-09-05,249.20,-2.66,259.80,247.00,251.00,"21,712","5,454,810.60"
2024-09-08,245.00,-1.69,264.00,245.00,254.10,"28,518","7,193,998.10"
2024-09-09,243.00,-0.82,251.90,243.00,249.90,"17,336","4,270,059.00"
2024-09-10,244.20,0.49,251.10,242.60,245.00,"17,148","4,217,914.60"
2024-09-11,242.40,-0.74,249.00,241.00,244.00,"13,773","3,366,431.90"
2024-09-12,254.90,5.16,263.00,242.50,242.50,"21,452","5,358,979.00"
2024-09-15,253.00,-0.75,267.00,245.40,259.90,"25,623","6,596,806.00"
2024-09-16,242.00,-4.35,252.00,242.00,248.00,"23,881","5,843,734.70"
2024-09-18,241.00,-0.41,245.00,240.00,243.00,"18,794","4,534,664.60"
2024-09-22,245.00,1.66,252.00,245.00,245.80,"17,719","4,379,498.10"
2024-09-23,239.00,-2.45,245.00,239.00,245.00,"14,451","3,473,585.90"
2023-11-20,138.00,-1.36,147.50,138.00,142.00,"3,346","471,350.50"
2023-11-21,136.60,-1.01,142.00,136.00,136.00,"5,698","785,704.30"
2023-11-22,138.00,1.02,140.00,134.00,135.00,"5,492","742,178.90"
2023-11-23,143.00,3.62,143.20,137.00,140.70,"7,435","1,038,263.40"
2023-11-26,148.00,3.5,153.00,142.10,144.70,"10,587","1,549,765.40"
2023-11-27,149.30,0.88,153.00,144.00,150.00,"17,233","2,564,185.60"
2023-11-28,145.20,-2.75,152.20,144.10,151.50,"4,983","734,725.80"
