Date,LTP,Change,High,Low,Open,Quantity,Turnover
2024-04-22,165.50,-0.96,170.40,165.00,170.00,"128,956","21,560,571.10"
2024-04-24,166.50,0.6,168.00,165.10,168.00,"55,505","9,248,976.50"
2024-04-25,165.60,-0.54,168.00,165.00,168.00,"72,792","12,076,452.80"
2024-04-28,165.50,-0.06,168.00,164.50,166.00,"90,858","15,018,831.50"
2024-04-29,163.70,-1.09,168.00,163.70,166.00,"90,940","15,010,365.00"
2024-04-30,167.40,2.26,170.20,163.50,165.90,"111,266","18,539,733.80"
2024-05-02,164.70,-1.61,170.70,164.40,170.70,"101,638","16,925,612.10"
2024-05-05,162.50,-1.34,167.90,162.20,164.70,"114,827","18,778,235.70"
2024-05-06,162.80,0.18,164.00,161.60,162.50,"81,349","13,200,271.80"
2024-05-07,161.00,-1.11,165.00,160.30,165.00,"64,964","10,492,407.60"
2024-05-08,160.60,-0.25,162.50,160.00,162.00,"76,669","12,322,024.60"
2024-05-09,160.90,0.19,163.80,160.00,163.80,"98,917","15,869,118.70"
2024-05-12,162.50,0.99,164.00,161.90,162.00,"91,692","14,934,492.70"
2024-05-13,164.70,1.35,165.00,162.50,165.00,"67,578","11,089,328.00"
2024-05-14,167.80,1.88,168.00,165.00,165.00,"77,611","12,949,508.60"
2024-05-15,166.00,-1.07,171.00,165.90,171.00,"95,754","16,055,572.20"
2024-05-16,164.00,-1.2,169.00,164.00,169.00,"82,467","13,625,269.80"
2024-05-19,164.50,0.3,167.20,164.00,167.20,"167,550","27,650,387.00"
2024-05-20,165.40,0.55,168.40,165.00,167.60,"152,138","25,272,071.30"
2024-05-21,166.50,0.67,170.50,164.00,164.00,"114,143","18,993,372.00"
2024-05-22,166.00,-0.3,168.00,165.00,166.70,"153,432","25,572,272.70"
2024-05-26,165.70,-0.18,168.40,165.00,168.40,"106,966","17,736,716.50"
2024-05-27,165.90,0.12,167.00,165.00,165.00,"91,780","15,203,969.30"
2024-05-29,164.50,-0.84,169.20,164.50,169.20,"108,999","18,058,140.50"
2024-05-30,162.70,-1.09,166.00,162.60,166.00,"86,543","14,142,450.60"
2024-06-02,162.50,-0.12,165.00,160.30,162.10,"101,185","16,429,211.20"
2024-06-03,161.70,-0.49,164.80,160.10,160.10,"82,106","13,314,547.10"
2024-06-04,162.70,0.62,163.50,161.10,162.00,"79,666","12,906,875.10"
2024-06-05,161.90,-0.49,164.00,161.00,163.00,"51,164","8,263,314.90"
2024-06-06,160.90,-0.62,162.00,160.60,161.00,"94,749","15,261,216.60"
2024-06-09,160.00,-0.56,162.90,159.30,160.00,"129,965","20,815,549.50"
2024-06-10,159.90,-0.06,162.00,159.00,159.00,"124,855","19,966,125.90"
2024-06-11,162.90,1.88,163.30,159.90,163.00,"143,675","23,310,759.90"
2024-06-12,162.20,-0.43,166.00,162.00,164.50,"113,045","18,446,814.70"
2024-06-13,160.00,-1.36,164.60,160.00,164.60,"111,082","17,900,325.80"
2024-06-16,161.00,0.62,162.00,159.80,160.00,"108,900","17,525,652.50"
2024-06-18,159.80,-0.75,161.50,159.60,161.00,"98,279","15,749,643.00"
2024-06-19,159.00,-0.5,161.70,159.00,161.00,"111,590","17,806,114.70"
2024-06-20,158.20,-0.5,162.10,157.00,162.10,"138,421","21,901,338.90"
2024-06-23,157.00,-0.76,160.00,156.00,157.50,"110,350","17,366,939.20"
2024-06-24,156.00,-0.64,158.00,155.70,156.00,"93,277","14,605,719.40"
2024-06-25,156.00,0,158.00,152.90,152.90,"88,047","13,752,809.90"
2024-06-26,155.00,-0.64,158.00,155.00,156.10,"73,370","11,407,598.70"
2024-06-27,154.30,-0.45,156.90,154.00,156.00,"83,573","12,942,534.10"
2024-06-30,153.10,-0.78,154.90,152.60,154.30,"90,311","13,882,702.60"
2024-07-01,154.00,0.59,155.00,152.10,152.50,"48,510","7,464,154.00"
2024-07-02,158.80,3.12,166.50,156.00,157.00,"207,867","33,185,407.00"
2024-07-03,157.90,-0.57,160.90,156.00,160.90,"51,616","8,127,405.80"
2024-07-04,157.00,-0.57,159.89,156.80,159.89,"70,761","11,155,073.00"
2024-07-07,158.10,0.7,158.70,154.50,157.00,"106,373","16,692,444.80"
2024-07-08,157.00,-0.7,160.00,156.50,158.00,"60,491","9,536,707.86"
2024-07-09,158.00,0.64,158.50,155.10,157.00,"75,388","11,862,588.10"
2024-07-10,158.70,0.44,161.10,157.40,161.10,"122,433","19,411,977.30"
2024-07-11,160.50,1.13,161.70,159.10,161.70,"187,354","29,985,566.80"
2024-07-14,171.00,6.54,171.60,162.00,163.70,"429,727","71,623,604.10"
2024-07-15,176.70,3.33,180.00,168.00,174.40,"2,174,728","370,872,589.60"
2024-07-16,186.70,5.66,187.00,175.00,180.20,"677,700","123,509,966.20"
2024-07-17,189.60,1.55,194.90,184.60,190.40,"821,773","156,375,652.20"
2024-07-18,188.60,-0.53,193.30,184.30,193.30,"2,082,349","389,101,841.80"
2024-07-21,189.30,0.37,191.00,184.10,190.00,"605,821","114,344,709.70"
2024-07-22,191.50,1.16,193.80,185.00,193.00,"932,595","176,211,167.60"
2024-07-23,203.60,6.32,204.90,190.00,191.50,"967,741","191,870,202.10"
2024-07-24,213.90,5.06,222.00,204.00,205.00,"1,376,794","294,733,265.80"
2024-07-25,211.30,-1.22,218.10,206.00,218.10,"766,187","162,459,128.50"
2024-07-28,217.00,2.7,230.00,211.00,215.50,"628,104","135,788,430.00"
2024-07-29,213.00,-1.84,221.00,210.70,220.00,"635,579","136,983,245.80"
2024-07-30,211.00,-0.94,216.00,203.90,213.00,"613,554","129,016,890.50"
2024-07-31,215.70,2.23,218.90,211.00,213.00,"986,904","212,899,475.60"
2024-08-01,215.00,-0.32,219.80,213.00,219.00,"928,895","199,866,501.10"
2024-08-05,215.10,0.05,218.90,212.10,216.00,"762,161","164,085,509.40"
2024-08-06,200.00,-7.02,217.00,199.90,210.90,"956,826","198,202,584.40"
2024-08-07,209.10,4.55,209.90,197.00,200.00,"592,838","121,562,369.70"
2024-08-08,213.00,1.87,219.00,210.00,213.20,"888,517","190,493,016.70"
2024-08-11,234.30,10,234.30,215.00,217.20,"2,451,686","552,535,001.60"
2024-08-12,254.90,8.79,257.00,238.90,238.90,"1,958,240","491,391,767.90"
2024-08-13,256.80,0.75,263.00,248.50,259.00,"1,419,070","363,817,342.20"
2024-08-14,270.50,5.33,274.00,245.00,256.00,"1,839,917","469,903,863.70"
2024-08-15,286.00,5.73,295.00,273.00,273.00,"1,718,044","490,596,457.80"
2024-08-18,276.00,-3.5,292.00,272.00,286.00,"1,540,050","431,899,932.00"
2024-08-21,266.10,-3.59,286.00,265.40,281.00,"1,001,536","271,328,071.60"
2024-08-22,267.00,0.34,274.00,260.00,266.10,"860,860","229,469,648.50"
2024-08-25,254.20,-4.79,270.00,253.50,270.00,"975,373","252,521,182.60"
2024-08-27,238.00,-6.37,259.20,235.50,259.20,"1,309,527","316,960,947.00"
2024-08-28,240.30,0.97,250.80,238.00,242.00,"746,701","182,607,676.60"
2024-08-29,235.80,-1.87,243.70,232.00,239.00,"557,633","132,032,958.20"
2024-09-01,228.00,-3.31,241.00,224.00,236.00,"573,541","132,502,904.80"
2024-09-02,248.50,8.99,249.50,224.00,228.00,"827,308","197,205,763.40"
2024-09-03,248.80,0.12,258.00,248.00,253.40,"686,357","173,045,431.90"
2024-09-04,238.00,-4.34,253.70,236.30,253.70,"511,755","123,065,507.70"
2024-09-05,233.00,-2.1,239.90,229.50,235.00,"405,923","94,789,255.40"
2024-09-08,229.80,-1.37,241.00,229.40,237.00,"309,045","72,382,400.00"
2024-09-09,224.00,-2.52,234.30,223.50,232.10,"381,321","86,058,578.20"
2024-09-10,222.00,-0.89,231.00,220.00,225.00,"308,371","69,190,323.90"
2024-09-11,217.90,-1.85,226.40,216.00,226.40,"263,653","57,862,135.20"
2024-09-12,230.00,5.55,233.00,216.20,219.90,"444,479","99,800,182.10"
2024-09-15,225.00,-2.17,237.00,224.00,234.00,"426,514","98,993,579.70"
2024-09-16,219.00,-2.67,225.00,218.00,225.00,"327,638","72,123,260.40"
2024-09-18,217.50,-0.68,221.70,215.10,219.00,"239,553","52,198,744.10"
2024-09-22,219.00,0.69,233.00,217.00,217.00,"218,619","48,445,956.20"
2024-09-23,212.80,-2.83,220.00,211.80,219.00,"227,912","48,877,987.80"
2023-11-20,196.60,1.39,200.00,195.00,196.00,"26,776","5,283,270.50"
2023-11-21,193.00,-1.83,198.90,191.00,192.70,"28,559","5,530,739.10"
2023-11-22,195.00,1.04,196.50,190.00,196.50,"12,436","2,411,063.90"
2023-11-23,196.20,0.62,197.00,193.00,195.00,"18,340","3,590,895.10"
2023-11-26,199.00,1.43,200.00,197.00,199.00,"27,614","5,501,183.50"
2023-11-27,203.70,2.36,205.00,201.10,202.90,"30,263","6,138,878.10"
2023-11-28,202.50,-0.59,204.00,200.00,200.00,"13,046","2,641,365.70"
2023-11-29,201.00,-0.74,204.00,200.00,202.50,"13,245","2,674,860.10"
2023-11-30,198.00,-1.49,201.00,197.00,198.10,"16,349","3,245,017.20"
2023-12-03,197.70,-0.15,199.90,196.00,198.10,"12,636","2,491,271.20"
2023-12-04,196.20,-0.76,198.80,196.00,196.00,"11,648","2,296,134.30"
2023-12-05,196.80,0.31,198.00,195.00,198.00,"11,815","2,321,795.90"
2023-12-06,194.00,-1.42,197.80,193.00,197.00,"19,659","3,842,851.30"
2023-12-07,195.00,0.52,197.00,193.00,196.00,"13,955","2,731,337.50"
2023-12-10,214.00,9.74,214.00,197.00,198.90,"4,086","848,512.00"
2023-12-11,212.00,-0.93,222.50,205.50,218.20,"92,991","19,890,866.30"
2023-12-12,212.00,0,216.00,208.00,210.00,"37,891","8,074,858.80"
2023-12-13,211.00,-0.47,215.00,209.00,212.00,"40,464","8,584,636.10"
2023-12-14,206.00,-2.37,215.00,206.00,215.00,"40,520","8,427,291.50"
2023-12-17,214.50,4.13,214.90,199.00,205.00,"96,457","20,187,193.50"
2023-12-18,221.00,3.03,227.00,216.00,216.00,"126,634","28,243,279.20"
2023-12-19,221.90,0.41,225.40,217.70,222.50,"59,592","13,190,530.00"
2023-12-20,221.50,-0.18,226.30,215.30,226.30,"96,871","21,446,255.00"
2023-12-21,217.90,-1.63,225.90,216.10,225.90,"66,689","14,603,662.40"
2023-12-24,214.00,-1.79,218.50,211.00,218.50,"64,646","13,922,601.30"
2023-12-27,209.00,-2.34,218.00,208.00,215.00,"70,808","15,026,721.80"
2023-12-28,204.50,-2.15,212.00,203.00,212.00,"54,351","11,132,592.80"
2024-01-01,199.00,-2.69,208.50,196.90,208.50,"106,482","21,302,597.70"
2024-01-02,195.90,-1.56,202.00,194.50,199.10,"72,141","14,152,925.90"
2024-01-03,199.90,2.04,200.00,193.00,193.00,"50,836","10,021,363.10"
2024-01-04,199.50,-0.2,203.50,198.00,200.00,"94,739","18,970,866.10"
2024-01-07,201.90,1.2,205.00,200.00,203.40,"95,328","19,302,089.20"
2024-01-08,200.00,-0.94,204.00,198.70,202.90,"68,569","13,701,775.10"
2024-01-09,198.00,-1,205.00,197.20,204.00,"110,148","22,039,281.00"
