Date,LTP,Change,High,Low,Open,Quantity,Turnover
2024-04-22,231.00,-2.45,241.40,229.00,241.00,"7,950","1,855,451.80"
2024-04-24,229.00,-0.87,234.00,227.00,228.10,"10,553","2,417,079.30"
2024-04-25,229.00,0,237.80,222.00,233.50,"23,247","5,257,603.10"
2024-04-28,227.70,-0.57,233.00,226.10,233.00,"10,682","2,438,932.80"
2024-04-29,224.10,-1.58,232.00,224.10,232.00,"20,094","4,563,195.00"
2024-04-30,232.90,3.93,239.00,220.20,220.20,"31,675","7,301,537.50"
2024-05-02,230.00,-1.25,237.00,228.00,237.00,"21,602","4,984,947.50"
2024-05-05,228.90,-0.48,234.70,225.10,225.60,"35,126","8,019,299.50"
2024-05-06,226.50,-1.05,233.00,225.00,233.00,"19,702","4,510,823.10"
2024-05-07,227.00,0.22,233.10,226.00,231.00,"11,986","2,740,263.80"
2024-05-08,228.00,0.44,231.50,225.00,231.50,"12,050","2,733,918.90"
2024-05-09,228.00,0,232.50,225.00,232.50,"28,482","6,477,741.50"
2024-05-12,232.70,2.06,246.00,224.10,232.50,"45,317","10,458,965.80"
2024-05-13,229.70,-1.29,253.60,225.00,230.00,"8,357","1,928,269.90"
2024-05-14,239.00,4.05,239.90,226.40,226.40,"40,366","9,486,343.20"
2024-05-15,239.00,0,245.00,233.40,236.00,"24,742","5,942,722.80"
2024-05-16,234.10,-2.05,239.70,233.00,235.00,"9,655","2,277,074.40"
2024-05-19,236.90,1.2,241.70,230.00,237.90,"35,452","8,376,942.10"
2024-05-20,239.90,1.27,244.00,238.00,241.50,"48,028","11,542,908.00"
2024-05-21,244.30,1.83,248.70,236.00,236.00,"59,340","14,476,328.20"
2024-05-22,244.00,-0.12,251.00,242.20,248.00,"67,991","16,807,686.20"
2024-05-26,240.90,-1.27,244.90,237.20,240.00,"36,952","8,860,148.30"
2024-05-27,245.00,1.7,245.70,238.20,245.70,"34,202","8,311,494.10"
2024-05-29,237.80,-2.94,249.90,237.40,249.90,"24,309","5,883,484.70"
2024-05-30,235.00,-1.18,242.50,233.00,242.50,"46,490","10,986,583.20"
2024-06-02,234.00,-0.43,238.90,231.00,231.00,"26,042","6,088,943.90"
2024-06-03,236.00,0.85,240.00,231.00,238.50,"19,517","4,549,520.30"
2024-06-04,233.80,-0.93,236.00,231.40,236.00,"16,982","3,949,706.70"
2024-06-05,231.90,-0.81,234.00,229.00,230.40,"25,644","5,911,171.70"
2024-06-06,230.00,-0.82,231.90,227.80,229.00,"11,707","2,682,465.60"
2024-06-09,242.00,5.22,244.00,228.70,230.00,"54,048","12,744,126.40"
2024-06-10,243.50,0.62,247.00,238.00,238.00,"86,305","21,038,311.20"
2024-06-11,251.00,3.08,256.70,240.00,240.00,"127,225","31,995,435.20"
2024-06-12,249.90,-0.44,258.00,247.00,255.90,"121,098","30,826,041.50"
2024-06-13,252.00,0.84,254.00,245.50,254.00,"79,235","19,820,618.50"
2024-06-16,252.00,0,259.90,250.00,256.00,"97,460","24,868,792.20"
2024-06-18,247.00,-1.98,253.00,244.00,247.00,"47,553","11,749,912.00"
2024-06-19,250.00,1.21,255.00,244.00,244.00,"52,663","13,249,863.40"
2024-06-20,258.90,3.56,269.00,245.00,245.00,"49,090","12,331,816.60"
2024-06-23,249.60,-3.59,268.00,240.00,253.80,"74,549","18,747,265.80"
2024-06-24,245.00,-1.84,254.50,242.10,245.00,"34,922","8,600,422.30"
2024-06-25,242.00,-1.22,247.80,241.50,243.00,"29,140","7,100,545.70"
2024-06-26,237.40,-1.9,246.60,237.40,246.60,"31,549","7,594,779.00"
2024-06-27,238.50,0.46,242.30,232.80,232.80,"23,122","5,452,125.80"
