stock_a,stock_b,Cointegration_P-Value,ADF_P-Value,Mean_Reversion_Coefficient,Observations
CKHL,MFIL,0.0006118621643843746,0.02635612214807587,-0.03298177150524563,341
CKHL,GWFD83,0.03991555081539548,0.009707137596387857,-0.044162582208752965,341
CKHL,HEI,0.007574982858258961,0.0017102375797414505,-0.06245306531295945,341
CKHL,GBIME,0.0009448478101481861,0.004767007876600673,-0.03991613792501251,341
CKHL,ULHC,0.012813090996615024,0.007012815507683768,-0.059499888508264515,341
CKHL,NIL,0.0013490809595225273,0.00021699852120457967,-0.0597367939330755,341
CKHL,DHPL,0.0043914762369950955,0.00522562450527965,-0.060149354222769194,341
CKHL,PPCL,0.016675895237602392,0.0031589404966439285,-0.052140166844181754,341
CKHL,NUBL,0.003751595071592741,0.0003477651641373529,-0.06630294123380295,341
CKHL,ADBLD83,0.011299801914400361,0.003767412544305535,-0.05104663264454072,341
CKHL,HHL,0.0018316627193745198,0.0032345635445876785,-0.06312151636450629,341
CKHL,SHL,0.001118607452465878,0.0004524613565289798,-0.06085629659652814,341
CKHL,FMDBL,0.002197380930422285,0.0030215888216496263,-0.05963745640766095,341
CKHL,CITY,0.0006402763289901021,0.024834507355604152,-0.03618003787825991,341
CKHL,SADBL,0.0006189357808513233,0.021861373950812488,-0.03519038706255541,341
CKHL,SFMF,0.0006740062736674478,0.00011164447504752534,-0.09249872529559816,341
CKHL,KBLD86,0.003293272142091968,0.0015031687615371084,-0.07114527909882473,330
CKHL,GBBL,0.0020790148821638404,0.0004747302490077031,-0.05548183797572078,341
CKHL,NIFRA,0.002838031296178032,0.020473018215512524,-0.03306853427544764,341
CKHL,CZBIL,0.0004595048665156089,0.04229484428331447,-0.027385371854431677,341
CKHL,SLCF,0.002278589379023192,0.00046369847349928147,-0.07329785716013687,341
CKHL,GIBF1,0.0006204083332564168,9.156917588747912e-05,-0.08779814150863402,341
CKHL,JBBD87,0.01908005332594805,0.00468584048650052,-0.05716823534509616,337
CKHL,KDBY,0.008159899924578768,0.00133199181897257,-0.06469856242966471,341
CKHL,NMBMF,0.0069513865416184215,0.014018241968824074,-0.043594899117593504,341
CKHL,MBJC,0.003358368561475634,0.0006899891858170936,-0.06709641633512674,341
CKHL,SAGF,0.0028548583950076833,0.0005027519218973346,-0.07453921435744802,341
CKHL,KKHC,0.0021893090173621178,0.0006990059778878257,-0.071740530706395,341
CKHL,NLICL,0.0009156607535717158,5.989647299770939e-05,-0.05830314011018716,341
CKHL,GCIL,0.03677172570272213,0.011943225861966859,-0.04306235621089495,341
CKHL,SPL,0.0002911744744182712,0.0006791190251212352,-0.06214702413764603,341
CKHL,CLI,0.0005455041324074529,0.014367825725145451,-0.03459088604638991,341
CKHL,RURU,0.0005543184164526738,0.0006444755577010245,-0.04737690269432688,341
CKHL,NYADI,0.005093486930898842,0.0009911215664324944,-0.08027602366956928,341
CKHL,LVF2,0.0010817069110580664,0.00029702621815691445,-0.07269425455689568,341
CKHL,MBL,0.00029122462936075934,0.010887889702572394,-0.03886040289771848,341
CKHL,HPPL,0.0034217741192710655,0.011993495174463178,-0.046712219884434365,341
CKHL,HURJA,0.005623054712503095,0.0015613963789675356,-0.06876736439812803,341
CKHL,CIT,0.0010089319805593265,0.0003137712385490191,-0.059662544080926916,341
CKHL,MLBSL,0.0006963709229238902,0.00016655398174268961,-0.06835383019330402,341
CKHL,C30MF,0.0019409855120408488,0.0003762127218925252,-0.07516568598734995,341
CKHL,CGH,0.0012463091449578553,0.00014024325440959272,-0.057465873831019615,341
CKHL,MEN,0.0006689965270561969,0.0009246170255345539,-0.06363557883407804,341
CKHL,STC,0.00024597216984698897,0.0011338048760463901,-0.05301617823536492,341
CKHL,GBBD85,0.020060095333856637,0.004621957352332283,-0.05041499143609028,337
CKHL,CCBD88,0.009170122229462186,0.002171134257200615,-0.0572616503784002,341
CKHL,MMKJL,0.004065804061618182,0.01671979337497286,-0.04773321436512788,341
CKHL,NCCD86,0.014806035414211471,0.002833553949920354,-0.05211540912233352,333
CKHL,NICGF,0.0003197087504247465,0.0007457287417700944,-0.06794737115832425,341
CKHL,CBLD88,0.02538018470684282,0.001042754817665192,-0.06458948157266126,340
CKHL,UPPER,0.00626850821021871,0.0041877454535065705,-0.037134668472784495,341
CKHL,PRIN,0.0036913132134976144,0.005857986745047369,-0.04631414636638745,341
CKHL,SONA,0.010793251320934207,0.002952450343913674,-0.05596205838945438,341
CKHL,HBL,0.0007836570772891582,0.008434185098530235,-0.039610958303486606,341
CKHL,MEL,0.0077088255765843244,0.020694173610261463,-0.04141770049090425,341
CKHL,SBL,0.0007028257267438987,0.03825699886691926,-0.030180707072533307,341
CKHL,NICL,0.005171513057707047,0.001506492033039701,-0.05232017554614668,341
CKHL,SANIMA,0.0006362565204112684,0.00856732488746248,-0.04053118139129759,341
CKHL,SALICO,0.0014926491758289998,0.0002593021026805846,-0.06019283930887666,341
CKHL,NICFC,0.005122884501778043,0.0009844977073901018,-0.0618479764574503,341
CKHL,PSF,0.00045576726705819196,6.78014237765e-05,-0.08275809950653351,341
CKHL,UNL,0.00031603013461562065,6.905740854178311e-05,-0.07841488635096812,341
CKHL,NICSF,0.0007408442846044417,0.0003063898355384206,-0.07766395940758161,341
CKHL,HEIP,0.011217262003780823,0.003814761789468192,-0.05710133469574067,338
CKHL,NABIL,0.0006157831569340399,0.0003887653931949498,-0.05235006322939524,341
CKHL,NICAD8283,0.013011479164863593,0.0027842298576510062,-0.05272144887033798,335
CKHL,SKBBL,0.002390259345051267,0.0001912222360161568,-0.05740244766337696,341
CKHL,SBIBD86,0.022189037383849433,0.004085303808922697,-0.049925933157168305,340
CKHL,OHL,0.0010858006473494512,0.005321489119495299,-0.04653933156935956,341
CKHL,SIGS2,0.0001286749863894861,1.8767712281083163e-05,-0.09893277126770983,341
CKHL,SIGS3,0.03637305363025714,0.0068928237198035884,-0.07468126397923579,327
CKHL,RMF2,0.0012194339378925499,0.00033983328470765274,-0.07634465591734987,341
CKHL,NTC,0.001208913395173352,0.0001630200666605887,-0.05639970857123654,341
CKHL,BBC,4.429915850795179e-05,5.845516808394899e-06,-0.08344690596500495,341
CKHL,UMRH,0.0005131068278680494,0.012391822815943447,-0.04732237010567321,341
CKHL,SRLI,0.0018366202447207365,0.0007593834378695879,-0.05645444702139718,341
CKHL,PRSF,0.0018406628048826495,0.00031397318705665814,-0.07450913656406136,341
CKHL,NBL,0.0007199489061299783,0.0009863489487358897,-0.04674879518382701,341
CKHL,SBD87,0.027802472707438845,0.005992764906843039,-0.04926928909367639,340
CKHL,MKHC,0.02131676590026577,0.02618287186669455,-0.049919022650898245,341
CKHL,CBBL,0.0010115565579279253,6.358542791291262e-05,-0.06777259856000098,341
CKHL,MEHL,0.006676011032926298,0.007823130392232067,-0.06308793390031037,341
CKHL,LBLD86,0.024630967795477986,0.004138141485130003,-0.047977332645651585,336
CKHL,NMB,0.0004292507851212058,0.008324670195967184,-0.040866846686023875,341
CKHL,SHIVM,0.0032312121359632682,0.0019412169228034178,-0.05501183963037586,341
CKHL,RMF1,0.001322511806151851,0.0002083376929026619,-0.0723042101604605,341
CKHL,UAIL,0.0030565417336418078,0.0018664784880599574,-0.05909008548952144,341
CKHL,BNT,0.00019275008583721675,3.7421067529025573e-06,-0.09541489913969486,341
GILB,BNHC,0.00015392270066495365,1.1794679082918475e-06,-0.035032718308649784,1043
GILB,JBLB,0.0001263796399597855,1.8276188381864953e-08,-0.01660485908018214,1216
GILB,MKJC,0.0014828647729154146,1.0845545433960288e-05,-0.026568580831429742,1161
GILB,SPC,0.024186742175794307,0.00037960167906074776,-0.022488502862703458,1097
GILB,UHEWA,0.017589159192040606,0.0005322984087938225,-0.027491898712646307,838
GILB,NIBSF2,4.969757054785173e-05,0.022659654268239335,-0.013824783844784002,1248
GILB,SJCL,0.017397320951792947,0.0011159533768987343,-0.014553325138652684,1939
GILB,AVYAN,2.8294401971055966e-05,9.555559518684275e-07,-0.053981424079142665,793
GILB,SLCF,0.01401927359376552,0.029234970522765313,-0.012440711140625418,1370
GILB,MSLBP,0.011042926007351085,0.011077855633182499,-0.012005819206050662,1345
GILB,RHPL,0.02736596792559832,0.0009455192176888517,-0.015577449800563877,1939
GILB,RURU,0.012198762693541072,4.285412813786366e-05,-0.01519210338790378,1303
GILB,ACLBSL,0.004805660771225885,0.0010190657050392028,-0.02060154622061773,1581
GILB,KDL,0.038289747027005785,0.0008237867303554747,-0.03777877032128967,614
GILB,BHPL,0.000956904924486838,1.646179813589983e-05,-0.042913729538070926,692
GILB,MLBS,0.007418978207923438,0.02108458575127689,-0.011944225634594938,1147
GILB,BBC,0.02647150271427855,0.009701307191502645,-0.008523296518328127,2483
GILB,GUFL,0.0489031715385971,0.030080449293446405,-0.005879131260996149,2483
NICA,JBLB,0.0176881387783633,5.603271110164068e-06,-0.013385817039078034,1216
NICA,RURU,0.010777309430930268,8.815587822001965e-06,-0.025809294311994982,1303
NICA,CGH,5.723115070487012e-06,1.9097245025188643e-06,-0.017933798049636497,1388
NICA,UPPER,0.03980096429430155,0.024026748356373168,-0.007242366694093134,2144
MLBL,BNHC,2.892069328159811e-05,0.0005244329477493991,-0.022533116790342186,1043
MLBL,MMF1,1.834031732989004e-05,1.4291192657342e-06,-0.05114332119236391,1104
MLBL,NBF3,9.92515964418244e-08,7.155104044733814e-08,-0.06632937234834992,1100
MLBL,NBF2,0.00040954424546285417,0.0009647566613282386,-0.02252629288120491,1752
MLBL,HLBSL,0.03365726026735049,0.0432534262831093,-0.006387059310612519,2878
MLBL,NBLD87,0.02402647219565069,0.015818364399037412,-0.02590361379259759,947
MLBL,SPDL,0.03464400784171809,0.001791223099886337,-0.013447189610030353,2662
MLBL,PMHPL,0.021294654577160895,0.0005784428411387332,-0.01742768377462775,2238
MLBL,UHEWA,0.001457462761730189,0.0016630757751464763,-0.023625663554960815,838
MLBL,UPCL,0.03124970176045995,1.733239172787289e-06,-0.017823230546768657,2074
MLBL,NIBSF2,2.7644873313954574e-05,0.00013259037759143512,-0.03449927057253718,1248
MLBL,ENL,0.0033992111053790033,0.0014862743431193538,-0.016520309724100683,996
MLBL,NIBLGF,1.591929537543328e-05,0.00039154446592166623,-0.06950178701941995,579
MLBL,NICBF,0.03806577093271182,0.013411583897465376,-0.014259318005574183,1842
MLBL,SBCF,0.004346957917908492,0.003129023526097901,-0.026030110799405877,1266
MLBL,AHPC,0.039694674659117565,0.015048536027323981,-0.008673299556154626,2878
MLBL,CITY,0.007150018018453067,7.041379872741154e-07,-0.04312761919429866,534
MLBL,SLCF,0.004587646091905243,7.147688033708594e-05,-0.020151477912434136,1370
MLBL,GIBF1,3.2490798541684074e-06,6.157804590112145e-06,-0.09158200312874895,790
MLBL,KDBY,0.013160851026837216,0.0007696979108431381,-0.050128744313781975,853
MLBL,MSLBP,0.04452632055496632,0.022887908855047864,-0.006567833141589773,1345
MLBL,MBJC,0.00413991343555287,1.863425367408064e-06,-0.0249217207689605,1066
MLBL,SAGF,2.535841976922169e-05,0.00012353548926344245,-0.07861959440476947,622
MLBL,RURU,0.01575913567178918,0.00038980500996797356,-0.027466877017702958,1303
MLBL,LVF2,0.006429975621372777,0.0028856202433035923,-0.055883116843147396,432
MLBL,C30MF,0.0023263058899168957,0.006399107846123025,-0.063750072026816,470
MLBL,JOSHI,0.013862833524315448,0.0005295621025528742,-0.010817390835406508,2149
MLBL,NICGF,0.02210638028619279,0.004183349381196337,-0.014086239690876294,2403
MLBL,BHPL,0.022534476339821786,0.000515059985299724,-0.031346216365405334,692
MLBL,NICFC,0.03327016634670041,0.0001145076058785735,-0.060273074077555375,806
MLBL,SIGS2,0.00800596940994876,0.016729722856926903,-0.018147322656333068,1415
MLBL,SIGS3,0.018806626882816455,0.03843590022270182,-0.052169173797537896,327
MLBL,BBC,0.01659935376584322,0.0034938174709607615,-0.009498026820759472,2630
MLBL,PRSF,0.0036512625171623474,2.069166501878402e-06,-0.10837499571329745,537
MLBL,SMATA,0.014151627232429595,0.004986186272589104,-0.00905829553260195,2662
MLBL,LBLD86,0.012613925130615173,0.035313202240818756,-0.013336461323514957,1303
MLBL,GUFL,0.038033450660187984,0.028749512050505983,-0.005498778862745637,2794
MLBL,RMF1,0.00044475632357764036,0.0028416701017165364,-0.0302771974951045,1181
HBLD86,EBLD85,0.009052470415876545,0.03178225346222758,-0.06900376511250522,343
HBLD86,ICFCD83,0.009579681208562594,0.0011140219095348135,-0.09122715433704896,343
HBLD86,PBLD84,0.0003499479343006326,0.0010546650562502724,-0.09453722145972747,343
HBLD86,PBLD86,0.0123570979514402,0.0039002461192554835,-0.09027293194479959,296
HBLD86,KBLD89,0.0014787712135168256,2.1286193533605343e-05,-0.09804064842963454,344
HBLD86,PBLD87,0.03462112687619351,0.003961479270010404,-0.06509056933236516,342
HBLD86,GWFD83,0.03812893488584558,0.008092338059731932,-0.06930674962254492,342
HBLD86,ADBLD83,0.014375825750528455,0.01458007642088137,-0.06198618962022644,343
HBLD86,KBLD86,0.0033517267281429467,0.0006232500123265534,-0.17386464522412987,339
HBLD86,JBBD87,0.007272520461383642,0.00035937240872694503,-0.1004823320280998,343
HBLD86,GBBD85,0.021441948084772997,0.0017306947489139234,-0.08829579006313211,340
HBLD86,CCBD88,0.008043847708360424,0.0007646097258330724,-0.13086863110659872,344
HBLD86,CBLD88,0.0008005133567410575,3.753987254842561e-05,-0.1691366084813495,343
HBLD86,SBID89,0.00576761394015009,0.00025742745407512387,-0.10178862438439451,328
HBLD86,SBLD84,0.03895541368279098,0.009955650424427875,-0.06608041593542621,342
HBLD86,NICAD8283,0.0008912385945748255,0.0006364798652691114,-0.10733653795749655,338
ALBSL,JBLB,4.117921327274889e-05,1.985338451360396e-08,-0.018750664890781973,1216
ALBSL,MKJC,0.0034054969211726937,5.470583724347712e-05,-0.023508219949091504,1161
ALBSL,HIDCL,0.043805327019299914,0.011767085417711997,-0.009428627865264072,2087
ALBSL,SPDL,0.019643686231138845,0.01675818767363275,-0.010719295283005264,2087
ALBSL,PMHPL,0.04560040292779691,0.015593247549837581,-0.010730518978535499,2087
ALBSL,LEC,0.017401632756044786,0.0040278173835984945,-0.018104664207511837,1528
ALBSL,UHEWA,0.00016371084493615028,5.839331182777625e-06,-0.03551244377002466,838
ALBSL,UPCL,0.03739344766221489,0.0016308284519077326,-0.009992360675467096,2074
ALBSL,AVYAN,1.4702271555125e-06,1.7048120331516253e-06,-0.05201951253170563,793
ALBSL,DHPL,0.04758521764322772,0.02713225454292463,-0.008446523027315413,2087
ALBSL,MSLBP,0.004995995169694039,0.011462730326967284,-0.01011197897305046,1345
ALBSL,RURU,0.011414004755625063,2.8428683320572956e-05,-0.017843554654540485,1303
ALBSL,HPPL,0.00150348533336606,0.0002617896031507975,-0.017452782029844294,2087
ALBSL,HURJA,0.04311255922581469,0.020239427085729404,-0.009349170214802693,2015
ALBSL,KDL,0.022250050028808314,2.2418613121309505e-05,-0.03940714372215087,614
ALBSL,BHPL,5.7884670403393676e-06,2.8814206579281835e-07,-0.05534067405676301,692
ALBSL,SALICO,0.04810197793363448,0.04846882564948923,-0.00782637783197068,2087
ALBSL,BBC,0.04264136634356981,0.00896467564492516,-0.009999993716765788,2087
RHGCL,KPCL,0.04043283484013897,0.0066738507712000225,-0.030569524475775465,818
RHGCL,MSHL,0.043508895236718505,0.01910410503014654,-0.041684708873552,411
RHGCL,NGPL,0.021026896543160176,0.04803565367804713,-0.02762260338433246,818
RHGCL,ULHC,0.01109013983638477,0.0314600780577791,-0.04307853616416218,428
RHGCL,HHL,0.004721879531975997,0.0015259031430480353,-0.04544903829003123,818
RHGCL,JBBD87,0.005201231342176685,0.045597706792958444,-0.04471134421188515,343
RHGCL,BHPL,0.0003047112955009293,2.1658270132445003e-05,-0.05730671783837644,692
RHGCL,NHDL,0.04767567991321582,0.022829579437927617,-0.027758706897006713,818
MSLB,WNLB,5.690943301848147e-05,0.013996885990755733,-0.015883210748264744,1042
MSLB,NEPSE,0.04635438165736658,0.03935369529524992,-0.0065708036232373,2648
MSLB,RBCL,0.03343091579083786,0.026662036194154363,-0.0061506414428193915,2648
MSLB,MKJC,0.03148456959715012,0.0014694809690169095,-0.019583985116267705,1161
MSLB,SMFBS,0.04910496423929966,0.0012482135731934495,-0.016685807856298668,1989
MSLB,BHL,0.009880781762924156,0.0020957657610785703,-0.023974168787627835,916
MSLB,SPDL,0.040608697570344424,0.04181659756404288,-0.006369533063102237,2648
MSLB,MLBBL,0.006460794508390999,0.030862519300087946,-0.006749138960675452,2648
MSLB,UHEWA,0.0032012175556801535,0.001214289669077251,-0.024863858230095095,838
MSLB,SJCL,0.04041803701934528,0.01315023689335063,-0.011308781361269993,1939
MSLB,AVYAN,0.002167854661501791,0.01193022956261453,-0.023036143902036864,793
MSLB,LLBS,0.037501236148564605,0.0045392555253051465,-0.008403143599585897,2648
MSLB,KMCDB,0.0217609302460234,0.0020001552808817163,-0.00737748968627717,2648
MSLB,EDBL,0.02004656873237676,0.010509328538774156,-0.008307002048198642,2648
MSLB,HHL,0.046205916009578726,0.005876777538968754,-0.029127754523621874,841
MSLB,AHPC,0.01836582045571721,0.029823763757484478,-0.006382179406817818,2648
MSLB,RAWA,0.017690358758809813,0.0014480242552895974,-0.05831019117263429,510
MSLB,SHPC,0.005312477050923166,0.0054546583963317515,-0.0070866004720634545,2648
MSLB,MCHL,0.018190178961491815,0.007083480358426541,-0.04652564004315553,527
MSLB,BHPL,0.0018412757400893811,0.004709798170638644,-0.028163754846700695,692
MSLB,MLBS,3.912564336966041e-05,0.00014182089061020345,-0.022223087696355254,1147
MSLB,BBC,0.017959023583246456,0.014645627350635945,-0.007258072478659924,2630
MSLB,LICN,0.014233299246458608,0.008892933922267332,-0.008383908492155707,2648
MSLB,MHL,0.034332702027547915,0.027670123978879076,-0.01960591642558526,832
MSLB,UAIL,0.02856942764079002,0.0093527227376568,-0.0074153343612960295,2648
KPCL,NRN,0.028853796596701554,0.033619291086567755,-0.011390051288775623,1553
KPCL,NRM,0.009982144656993036,0.002000182430983803,-0.06161895529394431,478
KPCL,ENL,0.022912296798671513,0.00015823754244748188,-0.024359094491999383,996
KPCL,PBLD86,0.004414326562932893,0.03333823398463552,-0.012530413172044277,1289
KPCL,KBLD89,0.024726317896743986,0.04617662016285104,-0.039596985298550325,344
KPCL,ULHC,0.012317855009900245,0.0030989716049959937,-0.06511770294499288,428
KPCL,HHL,0.016251487077256696,0.001245442647258707,-0.038825091345261256,841
KPCL,NWCL,0.002652448643814335,0.002026190636832297,-0.05510013018840664,341
KPCL,LVF2,3.713103097225962e-07,0.0280607536834851,-0.025793065028964945,432
KPCL,JOSHI,0.0020972879575897182,0.00015465281958174903,-0.012555668523246655,2150
KPCL,MMKJL,0.00027799482050521964,0.009603770223011452,-0.06982788930607992,372
KPCL,BHPL,0.011609433172065184,0.0002982877490490884,-0.043508293564598344,692
KPCL,SIKLES,0.04869333698050216,0.011727360188448726,-0.024910723497329625,742
KPCL,PSF,0.0003153028359274937,0.001998847921530912,-0.02445140494241187,1253
KPCL,NICSF,0.03408135030591174,0.010503304718805548,-0.026009051141172374,1176
KPCL,SIGS3,0.004772664149392436,0.0034475737733339453,-0.08002950943615353,327
KPCL,SBD87,2.8572865830069493e-05,0.029471561827740002,-0.01586577713112584,1272
KPCL,MKHC,0.008876636721758339,0.0017666248083483588,-0.047277018976119,615
WNLB,SAPDBL,0.015576495604091295,0.0495025895675643,-0.014248911227256656,1042
WNLB,NRN,0.0033876210647438456,0.01925294386590674,-0.014762280099977626,1042
WNLB,RFPL,0.031890200109993466,0.043125802757022796,-0.01535174939000204,894
WNLB,JFL,3.0979288231781686e-05,0.01030933462511525,-0.016624433970609746,1042
WNLB,SIFC,0.0027839681929079643,0.016871460502101705,-0.014248939027267267,1042
WNLB,NGPL,0.0005269137679064904,0.04110785813966208,-0.013915979230936328,1042
WNLB,GRDBL,0.022908897128384852,0.023036133723881094,-0.013866375744958226,1042
WNLB,BFC,5.616272498129564e-05,0.0025643222931538484,-0.01810509059838083,1042
WNLB,RLFL,0.016143515884834696,0.007016746783188105,-0.017294490889110392,1042
WNLB,GMFBS,0.04744728090152445,0.00673761137730089,-0.016128165545688494,1042
WNLB,NABBC,0.016941542882727836,0.015966523389940458,-0.013505496980516488,1042
WNLB,GLBSL,0.0356158979413419,0.005624172204055213,-0.017270526970922316,1042
WNLB,EDBL,0.008485639861513374,0.00129777306535711,-0.01891793235378922,1042
WNLB,SINDU,3.549573794562636e-05,4.916813217374339e-05,-0.02948880566292417,1042
WNLB,SFCL,2.599241771062538e-06,0.002288928571955068,-0.02351337170510892,1042
WNLB,GFCL,0.00015909731197817645,0.001307889535057347,-0.020191709822482338,1042
WNLB,GMFIL,0.038423486637404275,0.032674001235733635,-0.012509748355984621,1042
WNLB,MPFL,0.0005852408084615812,0.014614998196895674,-0.01639638215686724,1042
WNLB,CFCL,0.00013759790573932324,0.010121207253630107,-0.015603992170564317,1042
BNHC,MKJC,2.6860128212528156e-05,6.484451601922817e-07,-0.051660296733230464,1043
BNHC,UMHL,0.049390589125187755,1.2606632229909873e-06,-0.03320653268498002,1043
BNHC,SWMF,0.021655256773051065,0.0020014975974008958,-0.029507055375741477,929
BNHC,VLBS,3.1197928038529957e-07,1.3258854357711769e-09,-0.04880982465229704,1043
BNHC,PMHPL,0.026062224736805917,1.6338822206876586e-06,-0.03408518141854846,1043
BNHC,SPC,0.0009919013362346923,1.8782782516686637e-07,-0.04996021731147416,1043
BNHC,RSDC,0.010792269137353667,0.0035961922469187084,-0.021096663571632472,1043
BNHC,NIBSF2,0.0007539944453293549,0.002517714573351865,-0.021939672183942167,1043
BNHC,ENL,0.00469704535046983,7.98383905610068e-05,-0.022560922922136947,996
BNHC,LLBS,0.0009409237535797393,6.851725248625476e-06,-0.029151842208022884,1043
BNHC,ILBS,8.893648390826703e-06,2.65035139256688e-07,-0.038922269948277265,1043
BNHC,KMCDB,0.016786165673117533,1.4019761896013782e-05,-0.03308806006993312,1043
BNHC,SLCF,0.0035798309236834175,0.00486671603050442,-0.02033839459349454,1043
BNHC,NMBMF,2.012794974911777e-05,1.9153993477290253e-06,-0.03206047653524588,1043
BNHC,KKHC,0.04206920454446193,1.3589262834739907e-05,-0.03260989717837448,1043
BNHC,ACLBSL,5.255012315447086e-05,2.790068007224704e-07,-0.0354081958940063,1043
BNHC,SMATA,0.000471563078995447,1.8507985265621523e-08,-0.045120676623965725,1043
KBSH,SAPDBL,0.0002898262575504407,0.004341278318020546,-0.04616643737965071,463
KBSH,SIFC,4.3450593974617266e-05,0.035117582141042915,-0.028116700734013088,463
KBSH,GRDBL,0.0002423151263501293,0.0004216339911539452,-0.05606339491763859,463
KBSH,RLFL,0.008657445519654026,0.029684393258691145,-0.03225457072998814,463
KBSH,GFCL,0.02074897023340699,0.00442504897770863,-0.040199222987951,463
KBSH,SLBSL,0.020672628735145127,0.045964450377249964,-0.024037921776780057,463
KBSH,TSHL,0.00042093630948064636,0.01197581636721223,-0.04256791870312077,463
KBSH,MPFL,0.04766116626645791,0.0002975759005712644,-0.05787308238387013,463
KBSH,CFCL,0.000332512599954588,0.013515211359416178,-0.03484417399716033,463
KBSH,CORBL,0.002186374246078243,0.005597011146733652,-0.048489829666781156,463
MMF1,NHPC,0.016359124373645735,0.005461890396706397,-0.023490574859324216,1104
MMF1,NEPSE,0.0055561536488185565,0.006231049262471364,-0.03560262956099674,1104
MMF1,NBF3,2.308707548472468e-06,8.898083828388535e-13,-0.1584794791330543,1100
MMF1,NBF2,0.002952332648801815,2.9957407642814233e-05,-0.05762467006719064,1104
MMF1,UMHL,0.03719152201559115,0.006936882179280238,-0.020241299350661407,1104
MMF1,SPDL,0.015675583481354713,0.029656223371843125,-0.020829705789289065,1104
MMF1,UHEWA,0.004329219678313987,0.008481896041132747,-0.023761539577700778,838
MMF1,MNBBL,0.015547060379432855,3.5695393097275357e-06,-0.06935132925899906,1104
MMF1,NIBSF2,0.0018675841319459965,7.584572697877053e-12,-0.14176486646232256,1104
MMF1,MKCL,0.03699454551352946,0.021269604211794496,-0.026491237521314735,348
MMF1,SEF,0.019501936506894003,1.3558718526369633e-05,-0.07054199918701383,1104
MMF1,PCBL,0.00032960928139678036,0.011844172772096715,-0.015717430231677695,1104
MMF1,ENL,0.016359726948495665,0.007219114017321566,-0.016361112947754552,996
MMF1,HRL,0.04892715659033607,0.009363911742835677,-0.04511945243179132,323
MMF1,LSL,1.8080990882449757e-05,0.04815967999501908,-0.017073422143277894,1104
MMF1,SBCF,0.0018580562041211174,5.944481910428758e-11,-0.1256696036209012,1104
MMF1,DHPL,0.046607664970882944,0.011010536819274571,-0.021814396477368256,1104
MMF1,CITY,0.0044683818495458265,1.4808257111972708e-05,-0.039910088613368144,534
MMF1,NIFRA,0.01068416596107424,0.03976434915514364,-0.017092592987467913,1104
MMF1,CZBIL,0.000554782235983583,0.039175041370475824,-0.017276424346295075,1104
MMF1,HDHPC,0.0009809987014438378,0.013802041598799091,-0.01936939361495695,1104
MMF1,SLCF,0.00027051070056767013,1.2586690017623549e-11,-0.12707382713948032,1104
MMF1,GIBF1,0.008339656021352242,1.5810021931464164e-09,-0.15375598497180826,790
MMF1,MBJC,0.009355850446624861,1.5966326162607386e-05,-0.027693722844647765,1066
MMF1,LVF2,0.010596677919986428,4.711978755259887e-07,-0.1125042007579478,432
MMF1,MBL,0.021504211990234303,0.005878848769335775,-0.02911169027874459,1104
MMF1,BPCL,0.00847537018154776,0.027267650254960165,-0.027854625103217078,1104
MMF1,HPPL,0.03166730607857535,0.027477079846951896,-0.017405229145658084,1104
MMF1,BHPL,0.03586208691409045,0.030512253483872185,-0.025519012229595593,692
MMF1,SBL,0.004388179634202161,0.019072268364336294,-0.02239007128075958,1104
MMF1,SIGS2,1.098437239895388e-05,1.7654077969581696e-13,-0.15568275769676884,1104
MMF1,H8020,0.00021124876974283133,0.0006027896719534543,-0.12654860226186923,317
MMF1,LICN,0.0013522779806893373,0.044346010016033784,-0.02000012700972601,1104
MMF1,RMF1,3.1624000245416433e-05,7.591805370006895e-14,-0.1643924015952245,1104
MMF1,BNT,0.03616745227149887,0.0001223588235778858,-0.042987947660746664,1104
AKPL,JBLB,0.02847016325408792,0.00026994350443019843,-0.014067301227346448,1216
AKPL,MKJC,0.02930649841836257,0.00015432043238658444,-0.018926455330462267,1161
AKPL,NBF2,0.015719442661694682,0.004251337912975299,-0.014700872026674647,1752
AKPL,FOWAD,0.030684350649998565,0.003909304373569577,-0.005635389097544815,2746
AKPL,SAHAS,0.012559055567222964,0.014844371090905499,-0.015785709028390906,1122
AKPL,NIBSF2,0.012455648425862668,0.008550436643497644,-0.018789772060207693,1248
AKPL,SEF,0.0032135541632231485,0.02364980402829797,-0.008702575970089443,2505
AKPL,NESDO,0.03742905378011299,0.0012444800573795296,-0.017232384962502716,974
AKPL,NMFBS,0.02644538775832618,0.024582209081156173,-0.004164167924819907,2765
AKPL,HRL,0.026009124399059058,1.0981216961144126e-06,-0.09508656826629568,323
AKPL,CITY,0.016730509132629905,2.998060545552952e-07,-0.03752384432104619,534
AKPL,RURU,0.003154837533980799,0.00012025941657531935,-0.0249296926491961,1303
AKPL,MLBSL,0.03630129519845296,0.005879733539931754,-0.012409216199692484,1351
AKPL,SIGS2,0.033487683399138546,0.017736083453685998,-0.01627521365188674,1415
AKPL,BBC,0.04913267483419127,0.01274636887578554,-0.006362310367554879,2630
NHPC,NBF3,0.004462424861844846,0.004542121192958612,-0.02600469138792069,1100
NHPC,MKJC,0.0012703335972168292,6.5746890874139414e-06,-0.02326900462229784,1161
NHPC,NBF2,0.0007967976383063769,0.002841691067047032,-0.015468672782563898,1752
