stock_a,stock_b,Cointegration_P-Value,ADF_P-Value,Mean_Reversion_Coefficient,Observations
LUK,EBLD86,0.008944092057730958,3.5869503975066044e-05,-0.046793202665026463,790
LUK,ICFCD83,0.03338780602599372,0.010021923094943099,-0.016531170196463812,1392
LUK,MNBBL,0.04130899457218412,0.0004384857677666012,-0.02591455826792066,1534
LUK,NIBSF2,0.0050329433637797474,0.00020685065837536558,-0.03828442030491494,1248
LUK,ENL,0.0006139737286587652,0.0010090435089798284,-0.02137763201487774,996
LUK,PBLD86,0.004920768939191146,0.0016090234357107908,-0.02324581380699873,1289
LUK,NBLD82,0.026885702245481712,0.010120934473990014,-0.020012467662947748,1278
LUK,SBCF,0.00285877497123725,1.6599540264587144e-06,-0.05406383782972976,1266
LUK,AKJCL,0.009735341815876155,0.003922375398016414,-0.017594080067261195,1534
LUK,ICFC,0.000993917004455814,0.02209456504268535,-0.012088479754128575,1534
LUK,GWFD83,0.015001417814885723,0.006268212214683386,-0.022945035848694714,1241
LUK,ADBLD83,0.02322035491168873,0.004390393412238992,-0.02122718704623973,1308
LUK,FMDBL,0.016413971850058322,0.0011258152234364057,-0.02316697308935467,1534
LUK,CITY,0.026598404237098715,0.0015376928679012936,-0.030125493043525388,534
LUK,SADBL,0.0065745809985248566,0.021669065409384666,-0.014728820028097504,1534
LUK,GBBL,0.012754625798858733,0.003151378549681937,-0.018702232643025396,1534
LUK,SLCF,0.0012624852790537639,9.936407458948275e-08,-0.0311346173934228,1370
LUK,GIBF1,0.02433405152072794,2.4255112461907202e-05,-0.07825091960641828,789
LUK,SAGF,9.802806069326655e-05,7.118274752036891e-07,-0.09862646683474978,622
LUK,KKHC,0.002754885641377875,0.006721443349881706,-0.013992890676149146,1534
LUK,NWCL,0.04152494854157308,0.0009949890357946456,-0.04132999000966273,341
LUK,RURU,0.025039070634966576,0.0005422696768225292,-0.0235548939017957,1303
LUK,LVF2,7.540243301926053e-08,2.373615409728716e-10,-0.1466810226622491,432
LUK,C30MF,0.0023887697548796755,8.288605081633853e-05,-0.10820626176911692,470
LUK,JOSHI,0.01004303271528886,0.013449169415044692,-0.01291519721927791,1534
LUK,CCBD88,0.029596500086022787,0.00021815989350921916,-0.0577091324479448,853
LUK,NICGF,0.017478854613291205,8.836719577755713e-05,-0.03570589410005421,1534
LUK,CBLD88,0.0014066902762249357,5.293710149528419e-07,-0.08010947487961614,861
LUK,NICFC,0.019612501015983132,1.5870043381294392e-08,-0.08458104107558383,806
LUK,PSF,0.04433418265836049,0.0012096222034027606,-0.031124067311963995,1253
LUK,SBLD84,0.0027900487821729794,0.0004098276726009838,-0.03137447357219471,1273
LUK,H8020,0.018010222287081525,1.0418459457362599e-05,-0.14958347670829764,317
LUK,SRLI,0.04875069363975684,0.0001680130726995665,-0.025667181094997958,1181
LUK,PRSF,3.723985860173462e-05,4.097868669261198e-07,-0.09525774681406754,537
LUK,SMATA,0.023781480402803423,0.04458118014720781,-0.011610747770185344,1302
LUK,SBD87,0.0012625764005208655,0.0003289524852850982,-0.031524790194530555,1272
LUK,LBLD86,0.0021011591382363655,0.006810807551256481,-0.01927297685684189,1303
AHL,MDB,0.007074388799931303,0.000296625094041509,-0.06133086685705195,614
AHL,SMH,7.257123119725116e-05,9.738420059636106e-06,-0.06672741780072951,610
AHL,NADEP,0.045294196124659784,0.007583682130275092,-0.03994727444578319,614
AHL,PROFL,0.03109959102134496,0.017386202051070717,-0.02646538952004044,614
AHL,MKHL,0.041106343875991706,0.0018768194620581101,-0.0493503895668718,560
AHL,SLBBL,0.016981893260288237,0.013441931100445836,-0.03694307131911925,614
AHL,MSLB,0.007167976950814298,0.005803504873810584,-0.04152115051635671,614
AHL,KBSH,0.003973911925109085,0.0347251072059015,-0.02535650343367171,463
AHL,SPHL,0.02939708025882309,0.0038484929516303316,-0.03514528052591856,614
AHL,USHL,0.02579939836309458,0.0069538797151542904,-0.042661456970048243,471
AHL,SIFC,0.025366660220090504,3.390551951934842e-05,-0.055884259746446806,614
AHL,MKCL,0.01639245894771899,0.0012982370478285931,-0.059974475311591585,348
AHL,RLFL,0.004239484623676206,0.003362906027612283,-0.04190984660025535,614
AHL,AKJCL,0.04887208994846706,0.0029055005969458375,-0.031114142199651616,614
AHL,HHL,0.007260545082711788,0.0012237773287495676,-0.04961448770973194,614
AHL,CITY,0.049353118082938185,0.030117299702978554,-0.0232654298126623,534
AHL,GFCL,0.04465246182117493,0.0332717523582251,-0.022883431438600752,614
AHL,RAWA,0.0021734502910268918,0.001143759815449277,-0.05733149073187346,510
AHL,HPPL,0.018930010127858395,0.035880706491270446,-0.019774929499128475,614
AHL,DOLTI,0.03179198113313346,0.01632243662760639,-0.037715560105718096,537
AHL,TSHL,0.007582143156691816,0.04339374039125903,-0.04442971319306321,471
AHL,MPFL,0.012536529726957025,0.032055201796089235,-0.025921358763581964,614
AHL,BHPL,0.0016846062620325896,0.004032080100042429,-0.03578592117817399,614
AHL,SIKLES,0.04692760681389063,0.00012190223691006488,-0.05215659876751959,614
AHL,CFCL,0.04932387902081851,0.0010459222082710377,-0.043194416542119037,614
SJLIC,MERO,0.009167386941664395,0.009718249871948954,-0.005607143902643385,3004
SJLIC,SFEF,0.010379016029945724,0.0003136026641965735,-0.04903682163382661,586
SJLIC,VLUCL,0.0005307103324712974,0.0001210983578093938,-0.06378687618604995,341
SJLIC,NMLBBL,0.032163308337981346,0.009345364684900211,-0.0047144832692479575,4879
SJLIC,TPC,0.02764114189778414,0.0009575922721584323,-0.017709562523611548,1122
SJLIC,NICA,0.01527205038202712,0.009162612801803484,-0.00442062155298221,4879
SJLIC,SAHAS,0.004473952139281084,0.004733553290004291,-0.018038386632186793,1122
SJLIC,PMLI,0.0005699076561789245,7.5276917363164935e-06,-0.018108006761680326,1423
SJLIC,PCBL,0.027407707410909914,0.01543094994653417,-0.004355595258660715,4879
SJLIC,NESDO,0.0011940878837375447,0.023877751549133897,-0.008144749909474735,974
SJLIC,NIBLGF,0.03514376764377044,0.0012959208750057678,-0.04868414307151401,579
SJLIC,HRL,0.013464547760623745,0.002985053331776775,-0.03658944028727533,323
SJLIC,NRIC,0.004908521875006553,0.00031874276555548365,-0.0159194436765924,1611
SJLIC,SWBBL,0.037542889761847054,0.02569258110055556,-0.004156565723009103,4871
SJLIC,NUBL,0.0030934084815328606,0.0043709888745397715,-0.005171074047142282,4860
SJLIC,NMBMF,0.01113453943313976,0.0009433113222737335,-0.010240194462416502,3124
SJLIC,MBJC,0.0001733372527320662,1.1136703704140137e-06,-0.03127777738930743,1066
SJLIC,RURU,0.010920127737049812,0.00026096621004477607,-0.01681955995283291,1303
SJLIC,CGH,0.0010967749687362423,4.3090471766162e-06,-0.016648503183894207,1388
SJLIC,SALICO,0.03021195822640178,0.011631529222405233,-0.004917293471794156,4872
SJLIC,NICFC,0.03521281556517336,0.005859937198777674,-0.03487052621464107,671
SJLIC,SRLI,5.910695322756353e-06,8.703200786387908e-07,-0.023412800993737385,1181
SJLIC,CBBL,0.028543416736402566,0.04474751426370951,-0.003423381258269017,4879
SBID83,NIBD84,5.893542158696796e-05,0.0033492404684760963,-0.03153960385244211,772
SBID83,KEF,0.03156171698856764,0.0023585637441614227,-0.043036690078331066,772
SBID83,MFLD85,0.0005038041010082727,0.0008524381747433777,-0.04250952246168566,756
SBID83,NBF2,0.01225004698813923,0.0036596450890744384,-0.03673879764912142,757
SBID83,PBD88,0.0026359084035216126,0.000741499530204078,-0.050605483402403256,772
SBID83,NBLD87,2.9874737125119307e-05,0.03922626892723192,-0.02455608787202886,720
SBID83,EBLD85,0.006317646612952061,0.00042867825729916216,-0.10128986734664155,349
SBID83,NBLD85,5.4993196654057e-06,0.04762223210018678,-0.029288162152568607,756
SBID83,EBLD86,1.7266122364025742e-05,0.020431588506570283,-0.02442224314829223,771
SBID83,ICFCD83,0.0061418288823453715,5.922459094457554e-05,-0.06480961042488755,764
SBID83,PBLD86,0.0217016060135345,0.01513255814852204,-0.03330444458275002,714
SBID83,NICBF,0.019899778688790566,0.0056735054204325374,-0.04599631418728592,772
SBID83,NBLD82,0.0016943618001737941,0.0016922167585376017,-0.044112742610459194,700
SBID83,KBLD89,0.00012964731941594594,0.00016004873804985063,-0.10439569869553782,344
SBID83,GWFD83,0.010029797821883048,0.0015962997208467155,-0.049597705924720625,749
SBID83,ADBLD83,0.00590160812898851,0.0009077108162197362,-0.046982182467444344,714
SBID83,JBBD87,0.016122434581032154,0.00323644895354614,-0.07383639498282127,343
SBID83,SAGF,0.00021182683641938493,4.795482701202849e-05,-0.06622125900622852,621
SBID83,LVF2,0.0031441834382698814,6.355543415601773e-05,-0.06529007755114247,432
SBID83,RBBD83,0.0474454310277886,0.0017608459272394595,-0.11682474341077935,342
SBID83,CCBD88,0.00013789024688955044,0.00328909279915178,-0.039556109910669365,768
SBID83,NICGF,0.01185582822504359,0.008205679418316148,-0.037383011361977615,772
SBID83,CBLD88,6.79887891173752e-07,8.391952268659336e-05,-0.06373197765241323,767
SBID83,SBID89,0.006896681151192626,0.001033178543755586,-0.10084698041590241,323
SBID83,SARBTM,0.008799438912776555,0.03647730908651538,-0.04701737516036515,252
SBID83,NICFC,0.02468761276343944,0.0006141967222929922,-0.044127293609979495,772
SBID83,SBLD84,0.0035211951457961486,0.034856065027606645,-0.028921938200047317,756
SBID83,SBIBD86,0.0018548934692887628,0.0010803584808501225,-0.044034474178768615,732
SBID83,BBC,0.038760809292446255,0.003748708122584413,-0.033299133824940416,772
SBID83,PRSF,0.025956387460256053,0.01733932125583804,-0.03911519287117234,537
SBID83,SBD87,2.6809088021510304e-05,0.01536537879626518,-0.02768433035050811,771
SBID83,LBLD86,0.01726570360163535,0.0041615515002529045,-0.0494133371467341,543
MDB,GHL,0.022835935427254046,0.02080183266222302,-0.007147119762998727,2109
MDB,SPHL,0.01120566405500251,0.0035629212180638492,-0.03251326098606946,771
MDB,NGPL,0.03454425161819885,0.0006716417432643357,-0.013776630261595509,3002
MDB,ENL,0.00046097449183177567,0.0008192817873377651,-0.024228031424584812,996
MDB,CHDC,0.009474766079718448,0.047127207825789906,-0.011388183817872618,1266
MDB,BHPL,0.04911885377000061,0.014897393336173877,-0.025968039893944927,692
JBBL,MHNL,0.03364485175141702,0.04106153256157237,-0.008045891534199632,2050
JBBL,CMF2,1.2205538745403428e-05,0.0002189491835255238,-0.034333361595230365,1465
JBBL,NSIF2,0.0012373778533158201,0.0004782545722846434,-0.07185491082507191,603
JBBL,SFEF,0.004987951021549645,6.302222369017738e-07,-0.08314521173243936,586
JBBL,NIBD84,0.04659052659302686,0.00516261208088875,-0.02318927788233579,1098
JBBL,VLUCL,0.008761124794667665,1.580436515605491e-05,-0.11538517917317817,341
JBBL,CHL,0.00919099668182926,0.0001471587385598911,-0.012468535070709191,2672
JBBL,BOKD86,0.014633222352529443,0.005000098333993507,-0.028056279942112284,1024
JBBL,TPC,3.152921504030501e-05,1.5866168084605154e-05,-0.022634755630768357,1122
JBBL,SHEL,0.00013072470779123605,0.007698314584486592,-0.016191598482478472,1308
JBBL,BNHC,2.5211457457651898e-05,0.0004138120457149441,-0.02246639751757646,1043
JBBL,MMF1,0.001893270559590456,4.828490661302202e-05,-0.047762556622417414,1104
JBBL,MKJC,0.0016218950897402124,6.20179370967387e-07,-0.025198389647294338,1161
JBBL,NBF2,9.056916466008989e-05,0.00031939586192072516,-0.024790468753027768,1752
JBBL,HLBSL,0.0396678623695832,0.022238902733465262,-0.005688568799715276,3288
JBBL,SPDL,0.0019780384477401337,0.0021485492270238906,-0.010941161575489347,2751
JBBL,PMHPL,0.01239428453956557,0.0002447419329181287,-0.016429299900572493,2238
JBBL,SAHAS,0.0003249766472795363,4.845148088828203e-08,-0.034631882438899565,1122
JBBL,SGIC,0.010058190648658835,0.0005703155642888989,-0.04320324331289459,673
JBBL,NIBSF2,0.0003798116800636433,0.0005153754213401213,-0.03411948820883489,1248
JBBL,ENL,0.0007299810019741809,0.00016532484654705436,-0.02086829746592663,996
JBBL,NIBLGF,0.011307290863167228,1.105892735319659e-05,-0.08325414755588816,579
JBBL,HRL,0.04108519821066904,0.001801949313231108,-0.04142520246742343,323
JBBL,SBCF,0.0008105093083862215,0.0034781812589610777,-0.02905707075449843,1266
JBBL,CITY,0.000665047404608621,1.3659547504151883e-05,-0.038334019824405284,534
JBBL,SLCF,0.01768351887536431,3.8141577188405044e-06,-0.02318215665226139,1370
JBBL,GIBF1,6.749066265939996e-07,8.624971571257208e-07,-0.10347088353978567,790
JBBL,MSLBP,0.007870484932463272,0.006842923556699393,-0.007575311320646642,1345
JBBL,MBJC,0.0004471392443464685,1.8293298291083653e-09,-0.03224216150951927,1066
JBBL,SAGF,0.0007944732358345076,0.00013648062921838307,-0.07966121504458053,622
