Date,LTP,Change,High,Low,Open,Quantity,Turnover
2024-04-22,131.50,0.77,135.00,130.00,133.00,"67,918","8,952,287.10"
2024-04-24,130.20,-0.99,132.80,129.50,132.80,"49,379","6,458,331.50"
2024-04-25,129.10,-0.84,132.00,129.10,129.40,"79,496","10,360,360.20"
2024-04-28,130.00,0.7,132.00,129.60,131.00,"86,818","11,314,217.10"
2024-04-29,130.00,0,131.90,130.00,131.10,"33,335","4,348,946.80"
2024-04-30,133.10,2.38,141.50,129.00,129.00,"118,820","15,788,820.00"
2024-05-02,132.10,-0.75,135.00,132.00,135.00,"77,490","10,325,932.60"
2024-05-05,130.10,-1.51,134.00,129.10,129.80,"65,567","8,578,788.20"
2024-05-06,130.00,-0.08,132.50,127.50,127.50,"45,870","5,975,545.80"
2024-05-07,130.00,0,132.60,129.50,132.60,"33,161","4,322,492.10"
2024-05-08,129.50,-0.38,132.00,128.50,132.00,"53,327","6,884,270.70"
2024-05-09,130.90,1.08,132.00,128.00,132.00,"58,107","7,560,778.10"
2024-05-12,131.00,0.08,132.00,129.00,132.00,"64,116","8,354,987.80"
2024-05-13,131.50,0.38,132.80,128.50,128.50,"61,139","8,042,685.80"
2024-05-14,133.60,1.6,134.50,131.20,133.10,"81,367","10,843,303.20"
2024-05-15,133.10,-0.37,137.00,133.00,135.00,"80,808","10,868,812.30"
2024-05-16,133.40,0.23,134.20,131.30,133.50,"51,010","6,781,909.40"
2024-05-19,133.00,-0.3,136.00,132.30,136.00,"73,495","9,818,527.00"
2024-05-20,134.20,0.9,137.40,133.00,133.00,"89,907","12,157,859.00"
2024-05-21,135.00,0.6,136.00,132.00,134.50,"96,640","13,019,318.60"
2024-05-22,133.60,-1.04,137.00,133.00,137.00,"121,239","16,326,710.40"
2024-05-26,132.00,-1.2,135.60,132.00,135.60,"66,848","8,920,548.80"
2024-05-27,132.90,0.68,134.50,131.90,133.90,"78,181","10,373,246.10"
2024-05-29,130.50,-1.81,136.00,130.10,135.50,"100,615","13,281,127.00"
2024-05-30,130.20,-0.23,133.10,129.80,133.10,"118,272","15,423,348.60"
2024-06-02,130.40,0.15,132.50,130.00,130.00,"47,833","6,245,744.30"
2024-06-03,129.80,-0.46,131.40,129.10,129.10,"84,281","10,979,441.60"
2024-06-04,129.00,-0.62,131.80,128.50,131.80,"87,451","11,311,249.90"
2024-06-05,128.70,-0.23,130.50,126.50,126.50,"94,671","12,158,547.30"
2024-06-06,127.80,-0.7,129.50,127.00,129.00,"83,147","10,630,189.80"
2024-06-09,127.70,-0.08,130.00,126.50,129.70,"66,898","8,534,456.40"
2024-06-10,130.40,2.11,131.30,126.50,126.50,"143,999","18,605,427.00"
2024-06-11,132.00,1.23,133.50,130.00,132.00,"127,953","16,926,107.40"
2024-06-12,132.50,0.38,134.00,131.60,134.00,"81,407","10,798,705.10"
2024-06-13,129.10,-2.57,132.50,129.10,132.50,"79,683","10,365,680.00"
2024-06-16,132.00,2.25,134.40,127.50,130.90,"212,187","27,954,664.60"
2024-06-18,130.00,-1.52,132.50,130.00,130.10,"65,516","8,564,827.40"
2024-06-19,129.50,-0.38,131.70,129.30,131.70,"36,215","4,696,744.70"
2024-06-20,128.10,-1.08,130.00,128.00,129.50,"114,673","14,747,707.50"
2024-06-23,127.90,-0.16,129.80,127.30,128.00,"72,538","9,277,122.80"
2024-06-24,127.90,0,129.70,127.00,129.70,"87,198","11,130,266.80"
2024-06-25,127.90,0,129.50,127.20,127.20,"53,977","6,932,591.30"
2024-06-26,127.00,-0.7,129.30,127.00,129.30,"54,796","6,978,736.60"
2024-06-27,125.80,-0.94,128.30,125.80,128.30,"73,174","9,252,915.70"
2024-06-30,124.80,-0.79,128.00,123.30,123.30,"66,139","8,276,515.70"
2024-07-01,125.00,0.16,126.40,123.90,125.00,"69,351","8,693,462.70"
2024-07-02,131.50,5.2,137.00,127.50,127.50,"258,025","34,068,292.40"
2024-07-03,130.30,-0.91,134.10,129.00,134.10,"78,093","10,140,060.60"
2024-07-04,130.00,-0.23,132.00,129.00,131.00,"88,650","11,521,355.60"
2024-07-07,130.80,0.62,131.30,129.00,130.00,"104,232","13,606,675.80"
2024-07-08,130.10,-0.54,131.90,129.70,130.10,"67,611","8,801,766.30"
2024-07-09,130.00,-0.08,131.90,128.00,130.10,"84,322","11,003,786.20"
2024-07-10,131.10,0.85,131.60,130.10,130.50,"77,845","10,183,822.90"
2024-07-11,132.90,1.37,133.70,131.50,132.90,"156,549","20,787,149.30"
2024-07-14,146.10,9.93,146.10,135.50,135.50,"523,297","73,783,574.00"
2024-07-15,149.00,1.98,158.00,147.20,149.00,"747,260","112,897,868.40"
2024-07-16,159.90,7.32,160.00,147.10,151.90,"810,209","127,006,786.00"
