Date,LTP,Change,High,Low,Open,Quantity,Turnover
2021/08/01,"1,693.00",-0.59,"1,720.00","1,693.00","1,710.00","2,526","4,297,959.00"
2021/07/29,"1,703.00",0.77,"1,719.00","1,690.00","1,710.00","2,126","3,613,145.30"
2021/07/28,"1,690.00",-0.12,"1,715.00","1,690.00","1,700.00","2,594","4,409,728.00"
2021/07/27,"1,692.00",-3.31,"1,715.00","1,655.30","1,715.00","15,492","25,969,465.20"
2021/07/26,"1,750.00",0.57,"1,780.00","1,750.00","1,750.00","5,614","9,880,087.00"
2021/07/25,"1,740.00",2.65,"1,763.00","1,690.00","1,728.90","4,205","7,161,280.00"
2021/07/22,"1,695.00",1.5,"1,738.00","1,671.00","1,672.00","3,000","5,078,109.00"
2021/07/20,"1,670.00",-2.91,"1,718.00","1,670.00","1,690.00","4,324","7,280,101.00"
2021/07/19,"1,720.00",-1.15,"1,750.00","1,710.00","1,750.00","2,190","3,793,308.00"
2021/07/18,"1,740.00",2.65,"1,771.00","1,710.00","1,710.00","4,555","7,941,322.00"
2021/07/15,"1,695.00",1.74,"1,699.00","1,655.00","1,660.00","6,046","10,105,296.00"
2021/07/14,"1,666.00",0.12,"1,666.00","1,645.00","1,645.00",110,"182,200.00"
2021/07/13,"1,664.00",0.85,"1,668.00","1,650.00","1,661.00","1,192","1,978,148.00"
2021/07/12,"1,650.00",-0.96,"1,698.00","1,640.00","1,670.00","3,383","5,645,231.00"
2021/07/11,"1,666.00",1.83,"1,666.00","1,637.00","1,650.00","5,070","8,370,015.00"
2021/07/08,"1,636.00",0.06,"1,660.00","1,628.00","1,630.00","2,011","3,298,580.00"
2021/07/07,"1,635.00",0.31,"1,650.00","1,617.00","1,650.00","1,630","2,643,930.00"
2021/07/06,"1,630.00",3.16,"1,721.00","1,560.00","1,560.00","52,738","84,555,988.00"
2021/07/05,"1,580.00",-2.11,"1,595.00","1,580.00","1,591.00","2,400","3,806,051.00"
2021/07/04,"1,614.00",-0.8,"1,658.00","1,600.00","1,600.00",642,"1,033,280.00"
2021/07/01,"1,627.00",-0.73,"1,671.00","1,600.00","1,671.00","1,129","1,815,857.00"
2021/06/30,"1,639.00",-1.97,"1,650.00","1,593.00","1,650.00","2,380","3,839,990.00"
2021/06/29,"1,672.00",1.09,"1,736.00","1,630.00","1,736.00","3,842","6,430,594.00"
2021/06/28,"1,654.00",3.44,"1,663.00","1,571.00","1,630.00","2,448","3,965,109.00"
2021/06/27,"1,599.00",0.25,"1,690.00","1,571.00","1,626.00","1,710","2,726,544.00"
2021/06/24,"1,595.00",-0.99,"1,643.00","1,558.00","1,643.00","3,123","4,950,066.00"
2021/06/23,"1,611.00",-2.95,"1,743.00","1,611.00","1,743.00","4,637","7,053,780.00"
2021/06/22,"1,660.00",1.84,"1,665.00","1,621.00","1,630.00","3,492","5,764,530.00"
2021/06/21,"1,630.00",-5.07,"1,695.00","1,626.00","1,695.00","6,916","11,416,892.00"
2021/06/20,"1,717.00",-2.39,"1,790.00","1,700.00","1,790.00","1,918","3,287,317.00"
2021/06/17,"1,759.00",-0.06,"1,815.00","1,725.00","1,780.00","2,584","4,531,472.00"
2021/06/16,"1,760.00",0.92,"1,850.00","1,735.00","1,744.00","10,630","19,106,924.00"
2021/06/15,"1,744.00",-1.25,"1,800.00","1,744.00","1,800.00","8,884","15,756,658.00"
2021/06/14,"1,766.00",-0.56,"1,811.00","1,759.00","1,809.00","2,482","4,405,388.00"
2021/06/13,"1,776.00",-2.58,"1,825.00","1,805.00","1,825.00","6,719","13,966,414.00"
2021/06/10,"1,825.00",-2.4,"1,900.00","1,862.00","1,882.00","3,620","9,915,725.00"
2021/06/09,"1,875.00",-0.21,"1,887.00","1,820.00","1,850.00","13,887","25,785,945.00"
2021/06/08,"1,879.00",0.48,"1,887.00","1,849.00","1,850.00","11,668","21,745,881.00"
2021/06/07,"1,870.00",0,"1,878.00","1,845.00","1,868.00","10,792","20,049,912.00"
2021/06/06,"1,870.00",0.43,"1,900.00","1,853.00","1,900.00","28,324","52,943,816.00"
2021/06/03,"1,862.00",-2.26,"1,938.00","1,860.00","1,900.00","19,832","37,352,544.00"
2021/06/02,"1,905.00",2.97,"1,850.00","1,685.00","1,850.00","46,298","85,199,838.00"
2021/06/01,"1,850.00",7.87,"1,745.00","1,740.00","1,744.00","14,610","26,165,025.00"
2021/05/31,"1,715.00",-2.83,"1,770.00","1,700.00","1,732.00","11,303","19,524,629.00"
2021/05/30,"1,765.00",-1.34,"1,781.00","1,714.00","1,781.00","9,237","16,107,239.00"
2021/05/27,"1,789.00",-2.56,"1,805.00","1,720.00","1,745.00","25,874","45,658,504.00"
2021/05/25,"1,836.00",3.44,"1,872.00","1,752.00","1,776.00","20,932","37,745,538.00"
2021/05/24,"1,775.00",-1.39,"1,870.00","1,775.00","1,836.00","8,025","14,347,524.00"
2021/05/23,"1,800.00",0.67,"1,830.00","1,720.00","1,753.00","22,439","40,291,875.00"
2021/05/20,"1,788.00",-1.49,"1,845.00","1,760.00","1,845.00","10,673","19,271,502.00"
2021/05/19,"1,814.00",2.78,"1,824.00","1,754.00","1,800.00","32,748","58,734,944.00"
2021/05/18,"1,765.00",8.62,"1,787.00","1,630.00","1,650.00","33,776","57,943,226.00"
2021/05/17,"1,625.00",2.91,"1,631.00","1,598.00","1,630.00","31,371","50,745,502.00"
2021/05/16,"1,579.00",2.2,"1,600.00","1,560.00","1,575.00","12,773","20,078,861.00"
2021/05/13,"1,545.00",0.13,"1,546.00","1,513.00","1,537.00","2,609","4,004,930.00"
2021/05/12,"1,543.00",-0.45,"1,560.00","1,536.00","1,544.00","2,442","3,767,482.00"
2021/05/11,"1,550.00",1.24,"1,607.00","1,538.00","1,607.00","5,138","7,993,439.00"
2021/05/10,"1,531.00",0.99,"1,550.00","1,517.00","1,517.00",621,"958,343.00"
2021/05/09,"1,516.00",-1.56,"1,540.00","1,511.00","1,540.00","3,967","6,036,984.00"
2021/05/06,"1,540.00",-2.72,"1,614.00","1,531.00","1,614.00","4,388","6,805,207.00"
2021/05/05,"1,583.00",0.57,"1,604.00","1,565.00","1,570.00","9,454","14,995,228.00"
2021/05/04,"1,574.00",2.94,"1,590.00","1,529.00","1,529.00","11,168","17,423,951.00"
2021/05/03,"1,529.00",-0.71,"1,569.00","1,529.00","1,565.00","3,967","6,154,594.00"
2021/05/02,"1,540.00",0.79,"1,548.00","1,529.00","1,534.00","3,950","6,061,580.00"
2021/04/29,"1,528.00",1.26,"1,540.00","1,504.00","1,534.00","2,494","3,806,890.00"
2021/04/28,"1,509.00",-2.83,"1,560.00","1,497.00","1,560.00","5,493","8,385,420.00"
2021/04/27,"1,553.00",9.75,"1,553.00","1,443.00","1,443.00","6,164","9,201,148.00"
2021/04/26,"1,415.00",-2.82,"1,484.00","1,410.00","1,430.00","6,065","8,704,826.00"
2021/04/25,"1,456.00",-2.93,"1,504.00","1,450.00","1,496.00","6,961","10,272,677.00"
2021/04/22,"1,500.00",0.6,"1,508.00","1,484.00","1,508.00","3,803","5,690,433.00"
2021/04/21,"1,491.00",-1.39,"1,520.00","1,491.00","1,500.00","4,138","6,222,060.00"
2021/04/20,"1,512.00",-0.4,"1,524.00","1,510.00","1,520.00","4,051","6,145,339.00"
2021/04/19,"1,518.00",-1.43,"1,551.00","1,518.00","1,535.00","5,301","8,151,216.00"
2021/04/18,"1,540.00",-1.72,"1,567.00","1,540.00","1,567.00","6,649","10,284,390.00"
2021/04/15,"1,567.00",-1.14,"1,664.00","1,555.00","1,664.00","5,357","8,392,760.00"
2021/04/13,"1,585.00",-0.69,"1,627.00","1,565.00","1,625.00","9,326","14,913,478.00"
2021/04/12,"1,596.00",2.31,"1,630.00","1,570.00","1,605.00","12,114","20,610,919.00"
2021/04/08,"1,560.00",2.16,"1,568.00","1,531.00","1,557.00","7,251","11,248,531.00"
2021/04/07,"1,527.00",-0.78,"1,574.00","1,527.00","1,550.00","6,860","10,643,145.00"
2021/04/06,"1,539.00",2.06,"1,544.00","1,500.00","1,508.00","10,422","15,871,144.00"
2021/04/05,"1,508.00",-2.08,"1,550.00","1,508.00","1,540.00","7,254","11,057,405.00"
2021/04/04,"1,540.00",-0.58,"1,560.00","1,502.00","1,549.00","12,552","19,612,824.00"
2021/04/01,"1,549.00",-3.13,"1,678.00","1,532.00","1,678.00","25,471","39,737,786.00"
2021/03/30,"1,627.00",9.56,"1,633.00","1,554.00","1,559.00","56,266","90,294,907.00"
2021/03/29,"1,485.00",9.43,"1,489.00","1,370.00","1,370.00","41,837","60,277,893.00"
2021/03/25,"1,357.00",-0.51,"1,375.00","1,330.00","1,364.00","11,141","15,310,431.00"
2021/03/24,"1,364.00",2.71,"1,377.00","1,329.00","1,335.00","6,492","8,801,787.00"
2021/03/23,"1,328.00",0.84,"1,337.00","1,282.00","1,330.00","6,450","8,527,171.00"
2021/03/22,"1,317.00",-1.27,"1,400.00","1,300.00","1,400.00","12,232","16,359,735.00"
2021/03/21,"1,334.00",9.98,"1,334.00","1,237.00","1,237.00","13,687","17,896,592.00"
2021/03/18,"1,213.00",3.59,"1,213.00","1,150.00","1,192.00","6,269","7,444,249.00"
2021/03/17,"1,171.00",5.97,"1,171.00","1,127.00","1,127.00","2,247","2,571,886.00"
2021/03/16,"1,105.00",0.45,"1,125.00","1,100.00","1,120.00","2,226","2,472,052.00"
2021/03/15,"1,100.00",-2.83,"1,150.00","1,100.00","1,142.00","6,244","6,995,310.00"
2021/03/14,"1,132.00",-2.41,"1,184.00","1,131.00","1,165.00","4,571","5,270,218.00"
2021/03/10,"1,160.00",-1.53,"1,197.00","1,155.00","1,197.00","1,510","1,751,850.00"
2021/03/09,"1,178.00",-1.75,"1,188.00","1,153.00","1,176.00","3,558","4,148,785.00"
