open,high,low,close,volume,date
950.0,950.0,950.0,950.0,10927.0,2023-12-20 05:45:00
1000.0,1000.0,1000.0,1000.0,7285.0,2024-04-02 16:46:03
980.1,980.1,980.1,980.1,30.0,2024-04-15 20:42:20
962.5,981.0,952.6,971.0,250.0,2024-04-16 20:34:52
970.0,985.0,968.1,985.0,100.0,2024-04-18 20:40:41
991.1,991.1,991.1,991.1,75.0,2024-04-22 20:33:14
991.0,991.0,991.0,991.0,100.0,2024-04-24 20:10:47
992.0,992.1,992.0,992.1,225.0,2024-04-25 17:04:58
992.3,992.3,992.3,992.3,100.0,2024-04-28 20:44:16
1000.0,1000.0,1000.0,1000.0,325.0,2024-04-29 18:08:08
986.0,986.0,986.0,986.0,100.0,2024-04-30 18:48:00
986.2,986.3,986.2,986.3,100.0,2024-05-02 18:23:39
985.0,985.0,985.0,985.0,25.0,2024-05-06 18:03:11
985.5,990.0,985.5,990.0,480.0,2024-05-07 19:29:32
985.1,990.0,985.1,986.1,130.0,2024-05-08 20:39:20
971.1,1000.0,971.1,1000.0,210.0,2024-05-13 20:34:20
1005.0,1005.0,1005.0,1005.0,50.0,2024-05-14 17:46:17
1000.0,1000.0,1000.0,1000.0,205.0,2024-05-19 19:46:25
980.0,980.0,980.0,980.0,25.0,2024-05-20 17:41:15
990.0,999.0,990.0,999.0,76.0,2024-05-22 20:44:10
979.1,979.1,979.1,979.1,25.0,2024-05-30 18:38:25
973.6,993.0,973.6,993.0,550.0,2024-06-02 20:24:37
980.0,980.0,980.0,980.0,25.0,2024-06-03 18:40:19
982.0,982.0,982.0,982.0,40.0,2024-06-16 20:44:10
983.0,983.0,983.0,983.0,100.0,2024-06-18 20:15:03
985.0,985.0,985.0,985.0,25.0,2024-06-20 17:10:09
995.0,1000.0,995.0,1000.0,150.0,2024-06-23 19:01:50
1005.0,1005.0,1005.0,1005.0,65.0,2024-06-27 20:27:05
995.0,995.0,995.0,995.0,25.0,2024-07-02 20:17:51
999.0,999.0,999.0,999.0,25.0,2024-07-03 20:44:31
982.0,982.0,982.0,982.0,25.0,2024-07-08 18:19:13
965.1,965.1,965.1,965.0,30.0,2024-07-15 17:38:05
965.0,965.0,965.0,965.0,200.0,2024-07-16 17:49:23
950.0,950.0,946.5,946.5,50.0,2024-07-18 18:17:57
946.5,965.0,946.5,965.0,125.0,2024-07-21 18:56:54
960.0,960.0,960.0,960.0,25.0,2024-07-22 20:38:11
961.0,961.0,960.0,960.0,75.0,2024-07-23 18:46:49
960.0,979.0,960.0,979.0,45.0,2024-07-25 20:04:23
980.0,985.0,965.0,965.0,225.0,2024-07-28 20:16:16
975.0,975.0,975.0,975.0,60.0,2024-07-29 19:06:36
994.5,1000.0,994.5,1000.0,135.0,2024-08-05 20:04:50
990.0,990.0,990.0,990.0,75.0,2024-08-06 20:45:00
1003.0,1010.0,1003.0,1010.0,1204.0,2024-08-07 20:26:52
995.0,996.0,995.0,996.0,110.0,2024-08-08 19:53:04
997.0,997.0,997.0,997.0,25.0,2024-08-11 20:18:23
997.0,997.0,997.0,997.0,975.0,2024-08-12 20:32:22
997.0,997.0,997.0,997.0,50.0,2024-08-13 17:19:12
1005.0,1005.0,1005.0,1005.0,100.0,2024-08-15 19:38:37
1000.0,1000.0,1000.0,1000.0,50.0,2024-08-18 20:11:37
1000.0,1000.0,999.0,999.0,415.0,2024-08-21 18:36:22
999.0,999.0,999.0,999.0,5.0,2024-08-22 20:21:46
1000.0,1001.0,1000.0,1001.0,50.0,2024-08-25 19:51:30
1002.0,1002.0,1002.0,1002.0,32.0,2024-08-27 17:13:23
1005.0,1005.0,1005.0,1005.0,25.0,2024-08-28 19:49:07
1015.0,1015.0,1015.0,1015.0,25.0,2024-09-01 20:44:11
1016.0,1016.0,1015.0,1015.0,407.0,2024-09-02 19:14:37
1007.0,1007.0,1007.0,1007.0,25.0,2024-09-03 19:53:19
1010.0,1010.0,1010.0,1010.0,25.0,2024-09-08 18:36:15
1020.0,1025.0,1020.0,1025.0,425.0,2024-09-10 20:44:09
1025.0,1025.0,1025.0,1025.0,125.0,2024-09-12 20:04:47
1011.1,1011.1,1011.1,1011.1,25.0,2024-09-22 20:35:53
1020.0,1031.0,1020.0,1031.0,175.0,2024-09-23 20:00:04
1010.4,1010.4,1000.1,1000.1,50.0,2024-09-25 19:28:21
1000.1,1010.0,1000.1,1010.0,125.0,2024-09-29 19:44:44
1020.0,1020.0,1016.2,1016.2,125.0,2024-10-07 20:02:53
1020.0,1020.0,1020.0,1020.0,25.0,2024-10-20 20:05:48
1020.0,1020.0,1020.0,1020.0,100.0,2024-10-21 20:20:23
1020.1,1020.1,1020.0,1020.0,100.0,2024-10-22 20:34:19
1025.0,1028.0,1025.0,1028.0,35.0,2024-10-24 20:09:27
1025.0,1025.0,1025.0,1025.0,25.0,2024-10-28 20:35:19
1025.0,1025.0,1025.0,1025.0,25.0,2024-11-10 20:17:38
1026.0,1026.1,1026.0,1026.0,80.0,2024-11-17 19:42:26
1030.0,1043.0,1030.0,1043.0,180.0,2024-11-19 20:44:30
1044.0,1045.0,1044.0,1045.0,75.0,2024-11-20 20:44:46
1045.0,1046.0,1045.0,1046.0,50.0,2024-11-21 20:14:48
1046.0,1046.0,1046.0,1046.0,100.0,2024-11-25 18:33:26
