open,high,low,close,volume,date
232.0,255.2,232.0,255.2,680.0,2023-06-18 05:45:00
260.3,280.7,260.3,280.7,9227.0,2023-06-19 20:45:00
286.3,297.8,267.1,270.2,39591.0,2023-06-20 20:45:00
275.0,275.0,255.3,255.4,26510.0,2023-06-21 20:45:00
253.0,260.0,246.2,247.2,13557.0,2023-06-22 20:45:00
242.3,257.0,235.7,252.0,18370.0,2023-06-25 20:45:00
252.0,260.0,246.7,248.0,9432.0,2023-06-26 20:45:00
250.0,250.7,243.6,247.3,15028.0,2023-06-27 20:45:00
243.0,251.0,243.0,251.0,12380.0,2023-06-28 20:45:00
251.0,252.0,241.9,247.1,8642.0,2023-07-02 20:45:00
242.8,247.8,238.0,241.9,7620.0,2023-07-03 20:45:00
237.1,251.6,235.0,251.6,4536.0,2023-07-04 20:45:00
246.6,246.6,232.3,240.7,9616.0,2023-07-05 20:45:00
240.0,240.0,225.5,237.0,7785.0,2023-07-06 20:45:00
234.0,237.0,230.0,237.0,7452.0,2023-07-09 20:45:00
232.6,235.0,227.1,227.3,5025.0,2023-07-10 20:45:00
223.0,231.0,220.3,225.0,5420.0,2023-07-11 20:45:00
221.2,234.0,221.1,230.0,12039.0,2023-07-12 20:45:00
230.0,234.0,225.8,226.0,4160.0,2023-07-13 20:45:00
222.0,226.0,221.9,226.0,2868.0,2023-07-16 20:45:00
221.6,234.4,221.6,229.5,5821.0,2023-07-17 20:45:00
225.1,234.0,225.1,227.8,4660.0,2023-07-18 20:45:00
225.1,232.7,225.1,232.7,4060.0,2023-07-19 20:45:00
228.1,236.6,224.0,233.3,8052.0,2023-07-20 20:45:00
228.8,241.0,226.1,240.4,6190.0,2023-07-23 20:45:00
238.0,249.0,228.8,240.0,8370.0,2023-07-24 20:45:00
244.8,249.4,230.1,238.0,5154.0,2023-07-25 20:45:00
233.5,238.0,231.1,237.0,5390.0,2023-07-26 20:45:00
232.3,241.0,228.4,234.0,11928.0,2023-07-27 20:45:00
238.0,238.0,226.5,237.0,4065.0,2023-07-30 20:45:00
232.3,237.0,230.0,230.0,4160.0,2023-07-31 20:45:00
226.1,232.0,224.4,224.4,5149.0,2023-08-01 20:45:00
