0,Transact_No,Symbol,Buyer,Seller,Quantity,Rate,Amount
1,2024091604022187,NGPL,34,13,76,445.00,"33,820.00"
2,2024091604022186,NGPL,34,42,35,445.00,"15,575.00"
3,2024091604022185,NGPL,34,8,205,445.00,"91,225.00"
4,2024091604022184,NGPL,34,40,"1,000",444.50,"444,500.00"
5,2024091604022183,NGPL,34,45,100,444.00,"44,400.00"
6,2024091604022182,NGPL,34,37,"1,000",443.90,"443,900.00"
7,2024091604005081,NGPL,16,38,100,451.90,"45,190.00"
8,2024091604005078,NGPL,16,64,105,450.00,"47,250.00"
9,2024091604005449,NGPL,26,21,100,449.00,"44,900.00"
10,2024091604005315,NGPL,16,56,30,446.90,"13,407.00"
11,2024091604005314,NGPL,32,56,20,447.00,"8,940.00"
12,2024091604005225,NGPL,16,39,870,450.00,"391,500.00"
13,2024091604005210,NGPL,16,26,196,450.00,"88,200.00"
14,2024091604005129,NGPL,16,29,100,450.10,"45,010.00"
15,2024091604005462,NGPL,16,52,230,450.00,"103,500.00"
16,2024091604005461,NGPL,16,39,400,450.00,"180,000.00"
17,2024091604005460,NGPL,16,40,207,450.00,"93,150.00"
18,2024091604005452,NGPL,26,40,793,450.00,"356,850.00"
19,2024091604005451,NGPL,26,45,10,450.00,"4,500.00"
20,2024091604005450,NGPL,26,39,130,450.00,"58,500.00"
21,2024091604005559,NGPL,4,13,35,451.90,"15,816.50"
22,2024091604005549,NGPL,4,34,300,452.00,"135,600.00"
23,2024091604005533,NGPL,4,38,84,451.90,"37,959.60"
24,2024091604005509,NGPL,4,17,500,451.70,"225,850.00"
25,2024091604005500,NGPL,4,49,190,451.00,"85,690.00"
26,2024091604005499,NGPL,32,49,10,451.00,"4,510.00"
27,2024091604005635,NGPL,4,41,46,452.00,"20,792.00"
28,2024091604005603,NGPL,4,42,445,451.90,"201,095.50"
29,2024091604005594,NGPL,60,41,10,452.00,"4,520.00"
30,2024091604005593,NGPL,60,34,690,452.00,"311,880.00"
31,2024091604005588,NGPL,5,34,10,452.00,"4,520.00"
32,2024091604005583,NGPL,4,71,200,451.90,"90,380.00"
33,2024091604006075,NGPL,35,58,450,450.40,"202,680.00"
34,2024091604005932,NGPL,67,51,10,450.30,"4,503.00"
35,2024091604005927,NGPL,67,21,450,450.30,"202,635.00"
36,2024091604005926,NGPL,49,21,50,450.30,"22,515.00"
37,2024091604005787,NGPL,32,43,25,451.80,"11,295.00"
38,2024091604005764,NGPL,35,94,50,450.10,"22,505.00"
39,2024091604006360,NGPL,16,71,84,450.00,"37,800.00"
40,2024091604006284,NGPL,16,21,500,450.00,"225,000.00"
41,2024091604006257,NGPL,16,13,579,450.00,"260,550.00"
42,2024091604006256,NGPL,67,13,421,450.30,"189,576.30"
43,2024091604006154,NGPL,67,41,69,450.30,"31,070.70"
44,2024091604006076,NGPL,67,58,50,450.30,"22,515.00"
45,2024091604006966,NGPL,26,38,900,448.00,"403,200.00"
46,2024091604006814,NGPL,26,41,400,448.00,"179,200.00"
47,2024091604006701,NGPL,26,45,195,448.00,"87,360.00"
48,2024091604006700,NGPL,49,45,50,448.00,"22,400.00"
49,2024091604006431,NGPL,29,21,100,449.00,"44,900.00"
50,2024091604006361,NGPL,36,71,200,450.00,"90,000.00"
51,2024091604007144,NGPL,37,46,10,449.80,"4,498.00"
52,2024091604007110,NGPL,96,8,20,447.00,"8,940.00"
53,2024091604007056,NGPL,96,49,180,447.00,"80,460.00"
