0,Transact_No,Symbol,Buyer,Seller,Quantity,Rate,Amount
1,2024091805017218,BBC,41,58,10,"4,230.00","42,300.00"
2,2024091805017141,BBC,16,58,10,"4,226.00","42,260.00"
3,2024091805017575,CHDC,71,50,50,"1,999.00","99,950.00"
4,2024091805017520,CHDC,11,50,10,"1,999.00","19,990.00"
5,2024091805017504,CHDC,19,19,45,"1,995.00","89,775.00"
6,2024091805017503,CHDC,38,19,55,"1,995.00","109,725.00"
7,2024091805017495,CHDC,14,50,30,"1,999.00","59,970.00"
8,2024091805017492,CHDC,1,50,50,"1,999.00","99,950.00"
9,2024091805017158,CHDC,96,13,100,"1,997.00","199,700.00"
10,2024091805017125,CHDC,69,39,61,"1,998.00","121,878.00"
11,2024091805017124,CHDC,69,33,59,"1,997.00","117,823.00"
12,2024091805017095,CHDC,58,33,256,"1,998.00","511,488.00"
13,2024091805017164,CHDC,96,39,20,"2,000.00","40,000.00"
14,2024091805017163,CHDC,96,93,10,"1,999.90","19,999.00"
15,2024091805017162,CHDC,96,43,40,"1,999.90","79,996.00"
16,2024091805017161,CHDC,96,43,10,"1,999.90","19,999.00"
17,2024091805017160,CHDC,96,39,50,"1,999.80","99,990.00"
18,2024091805017159,CHDC,96,39,139,"1,998.00","277,722.00"
19,2024091805017369,CHDC,32,50,10,"1,999.00","19,990.00"
20,2024091805017312,CHDC,35,47,200,"2,000.00","400,000.00"
21,2024091805017280,CHDC,45,58,1,"1,960.00","1,960.00"
22,2024091805017214,CHDC,42,47,30,"2,000.00","60,000.00"
23,2024091805017200,CHDC,45,41,1,"1,960.00","1,960.00"
24,2024091805017165,CHDC,96,47,131,"2,000.00","262,000.00"
25,2024091805017475,CIT,22,21,13,"2,205.00","28,665.00"
26,2024091805017474,CIT,63,21,57,"2,205.00","125,685.00"
27,2024091805017373,CIT,63,19,43,"2,205.00","94,815.00"
28,2024091805017329,CIT,39,45,30,"2,206.00","66,180.00"
29,2024091805017268,CIT,58,45,26,"2,206.00","57,356.00"
30,2024091805017189,CIT,44,45,10,"2,206.00","22,060.00"
31,2024091805017114,CIT,58,45,50,"2,206.00","110,300.00"
32,2024091805017110,CIT,58,45,25,"2,203.00","55,075.00"
33,2024091805017536,CLI,94,64,304,633.00,"192,432.00"
34,2024091805017535,CLI,94,5,10,632.00,"6,320.00"
35,2024091805017534,CLI,94,39,10,632.00,"6,320.00"
36,2024091805017533,CLI,94,11,75,632.00,"47,400.00"
37,2024091805017500,CLI,34,11,10,632.00,"6,320.00"
38,2024091805017494,CLI,74,11,10,631.50,"6,315.00"
39,2024091805017252,CLI,74,11,288,631.50,"181,872.00"
40,2024091805017251,CLI,45,11,12,631.50,"7,578.00"
41,2024091805017243,CLI,45,20,10,631.50,"6,315.00"
42,2024091805017206,CLI,45,42,10,631.50,"6,315.00"
43,2024091805017128,CLI,62,45,110,632.00,"69,520.00"
44,2024091805017080,CLI,18,11,10,633.00,"6,330.00"
45,2024091805017472,CLI,74,49,10,631.50,"6,315.00"
46,2024091805017432,CLI,74,56,10,631.50,"6,315.00"
47,2024091805017402,CLI,74,45,150,631.50,"94,725.00"
48,2024091805017372,CLI,74,58,10,631.50,"6,315.00"
49,2024091805017319,CLI,74,4,10,631.50,"6,315.00"
50,2024091805017279,CLI,34,11,10,632.00,"6,320.00"
51,2024091805017545,ENL,45,59,100,"1,200.00","120,000.00"
52,2024091805017362,ENL,45,59,100,"1,200.00","120,000.00"
53,2024091805017342,ENL,55,49,10,"1,195.00","11,950.00"
54,2024091805017207,ENL,65,46,10,"1,202.80","12,028.00"
55,2024091805017118,ENL,45,49,87,"1,194.10","103,886.70"
56,2024091805017081,GCIL,19,45,39,485.00,"18,915.00"
57,2024091805017087,GCIL,44,45,65,482.60,"31,369.00"
58,2024091805017086,GCIL,26,45,40,483.00,"19,320.00"
59,2024091805017085,GCIL,22,45,80,483.00,"38,640.00"
60,2024091805017084,GCIL,38,45,16,483.00,"7,728.00"
61,2024091805017083,GCIL,28,45,12,483.00,"5,796.00"
62,2024091805017082,GCIL,32,45,100,484.00,"48,400.00"
63,2024091805017088,GCIL,21,45,98,482.50,"47,285.00"
64,2024091805017250,GCIL,1,34,13,485.00,"6,305.00"
65,2024091805017249,GCIL,1,49,11,485.00,"5,335.00"
66,2024091805017337,GCIL,21,36,100,485.00,"48,500.00"
67,2024091805017427,GCIL,41,7,25,483.00,"12,075.00"
68,2024091805017538,GCIL,18,57,3,483.00,"1,449.00"
69,2024091805017530,GCIL,21,34,105,482.50,"50,662.50"
70,2024091805017529,GCIL,42,34,20,482.60,"9,652.00"
71,2024091805017528,GCIL,41,34,75,483.00,"36,225.00"
72,2024091805017326,HATHY,21,91,20,"1,415.00","28,300.00"
73,2024091805017325,HATHY,21,57,48,"1,415.00","67,920.00"
74,2024091805017198,HATHY,55,57,88,"1,415.00","124,520.00"
75,2024091805017197,HATHY,55,41,50,"1,414.90","70,745.00"
76,2024091805017196,HATHY,55,42,12,"1,413.00","16,956.00"
77,2024091805017188,HATHY,43,42,10,"1,413.00","14,130.00"
78,2024091805017187,HATHY,40,41,10,"1,412.10","14,121.00"
79,2024091805017129,HATHY,40,38,20,"1,412.10","28,242.00"
80,2024091805017577,HDL,21,16,92,"1,291.00","118,772.00"
81,2024091805017576,HDL,1,16,10,"1,291.90","12,919.00"
82,2024091805017117,HDL,4,16,14,"1,291.10","18,075.40"
83,2024091805017116,HDL,49,16,30,"1,291.60","38,748.00"
84,2024091805017092,HDL,4,42,70,"1,291.10","90,377.00"
85,2024091805017091,HDL,14,42,10,"1,291.10","12,911.00"
86,2024091805017090,HDL,58,42,20,"1,291.50","25,830.00"
87,2024091805017180,HDL,21,69,30,"1,291.00","38,730.00"
