0,Transact_No,Symbol,Buyer,Seller,Quantity,Rate,Amount
244,2024091804009011,NGPL,88,50,160,455.10,"72,816.00"
245,2024091804008890,NGPL,49,28,100,452.80,"45,280.00"
246,2024091804008845,NGPL,49,50,40,455.10,"18,204.00"
247,2024091804008844,NGPL,49,63,60,455.00,"27,300.00"
248,2024091804008812,NGPL,38,25,50,453.00,"22,650.00"
249,2024091804009418,NGPL,95,58,149,453.00,"67,497.00"
250,2024091804009394,NGPL,95,25,38,453.00,"17,214.00"
251,2024091804009379,NGPL,95,43,200,453.00,"90,600.00"
252,2024091804009376,NGPL,95,28,113,453.00,"51,189.00"
253,2024091804009371,NGPL,95,45,500,453.00,"226,500.00"
254,2024091804009260,NGPL,66,28,100,453.10,"45,310.00"
255,2024091804009661,NGPL,58,19,20,454.90,"9,098.00"
256,2024091804009660,NGPL,58,38,15,453.00,"6,795.00"
257,2024091804009650,NGPL,52,58,151,453.00,"68,403.00"
258,2024091804009611,NGPL,4,47,40,452.40,"18,096.00"
259,2024091804009579,NGPL,4,20,80,452.40,"36,192.00"
260,2024091804009558,NGPL,4,41,309,452.40,"139,791.60"
261,2024091804009700,NGPL,57,50,107,455.00,"48,685.00"
262,2024091804009699,NGPL,57,58,458,455.00,"208,390.00"
263,2024091804009698,NGPL,57,57,100,455.00,"45,500.00"
264,2024091804009697,NGPL,57,40,335,454.90,"152,391.50"
265,2024091804009682,NGPL,41,40,500,454.90,"227,450.00"
266,2024091804009662,NGPL,58,40,165,454.90,"75,058.50"
267,2024091804009999,NGPL,45,11,200,452.50,"90,500.00"
268,2024091804009934,NGPL,45,45,400,452.50,"181,000.00"
269,2024091804009883,NGPL,45,40,50,452.50,"22,625.00"
270,2024091804009874,NGPL,29,25,50,453.00,"22,650.00"
271,2024091804009808,NGPL,48,51,100,454.00,"45,400.00"
272,2024091804009713,NGPL,58,50,30,455.00,"13,650.00"
273,2024091804010141,NGPL,14,50,100,452.20,"45,220.00"
274,2024091804010129,NGPL,4,49,179,452.40,"80,979.60"
275,2024091804010075,NGPL,4,47,50,452.40,"22,620.00"
276,2024091804010065,NGPL,4,34,342,452.40,"154,720.80"
277,2024091804010048,NGPL,38,40,150,452.50,"67,875.00"
278,2024091804010047,NGPL,45,40,350,452.50,"158,375.00"
279,2024091804010249,NGPL,44,74,80,452.10,"36,168.00"
280,2024091804010248,NGPL,16,74,500,452.10,"226,050.00"
281,2024091804010247,NGPL,1,74,100,452.10,"45,210.00"
282,2024091804010177,NGPL,58,20,60,452.50,"27,150.00"
283,2024091804010148,NGPL,58,49,21,452.40,"9,500.40"
284,2024091804010142,NGPL,1,50,400,452.10,"180,840.00"
285,2024091804010473,NGPL,77,47,100,451.50,"45,150.00"
286,2024091804010437,NGPL,25,20,40,452.00,"18,080.00"
287,2024091804010362,NGPL,92,45,30,452.10,"13,563.00"
288,2024091804010342,NGPL,58,58,"1,000",452.00,"452,000.00"
289,2024091804010264,NGPL,58,34,100,452.00,"45,200.00"
290,2024091804010250,NGPL,58,74,320,452.00,"144,640.00"
291,2024091804010624,NGPL,64,34,157,450.00,"70,650.00"
292,2024091804010623,NGPL,64,50,63,450.00,"28,350.00"
293,2024091804010525,NGPL,66,50,500,451.10,"225,550.00"
294,2024091804010524,NGPL,3,50,10,451.20,"4,512.00"
295,2024091804010523,NGPL,3,50,10,451.30,"4,513.00"
296,2024091804010499,NGPL,77,41,630,451.50,"284,445.00"
297,2024091804010760,NGPL,6,19,200,447.10,"89,420.00"
298,2024091804010729,NGPL,58,52,300,447.90,"134,370.00"
299,2024091804010728,NGPL,57,52,10,448.00,"4,480.00"
300,2024091804010663,NGPL,71,41,443,448.90,"198,862.70"
301,2024091804010626,NGPL,71,34,557,448.90,"250,037.30"
302,2024091804010625,NGPL,51,34,286,449.00,"128,414.00"
303,2024091804011379,NGPL,53,68,100,446.00,"44,600.00"
304,2024091804011378,NGPL,56,68,90,446.10,"40,149.00"
305,2024091804011314,NGPL,56,45,20,446.10,"8,922.00"
306,2024091804011117,NGPL,57,52,50,447.90,"22,395.00"
307,2024091804010903,NGPL,56,38,50,446.10,"22,305.00"
308,2024091804010786,NGPL,6,51,100,447.10,"44,710.00"
309,2024091804011759,NGPL,53,52,50,447.90,"22,395.00"
310,2024091804011728,NGPL,38,68,200,447.00,"89,400.00"
311,2024091804011551,NGPL,53,29,100,446.00,"44,600.00"
312,2024091804011514,NGPL,46,35,300,446.00,"133,800.00"
313,2024091804011417,NGPL,46,58,90,446.00,"40,140.00"
314,2024091804011380,NGPL,46,68,10,446.00,"4,460.00"
315,2024091804011921,NGPL,44,50,480,451.00,"216,480.00"
316,2024091804011920,NGPL,44,49,20,450.00,"9,000.00"
317,2024091804011905,NGPL,14,49,180,450.00,"81,000.00"
318,2024091804011904,NGPL,14,17,20,450.00,"9,000.00"
319,2024091804011839,NGPL,62,57,350,447.90,"156,765.00"
320,2024091804011760,NGPL,53,57,150,447.90,"67,185.00"
321,2024091804012398,NGPL,41,41,200,450.00,"90,000.00"
322,2024091804012387,NGPL,36,58,500,450.00,"225,000.00"
323,2024091804012167,NGPL,18,68,500,450.00,"225,000.00"
324,2024091804012157,NGPL,14,74,460,451.90,"207,874.00"
325,2024091804012156,NGPL,14,32,20,451.80,"9,036.00"
326,2024091804012155,NGPL,14,33,20,451.80,"9,036.00"
327,2024091804012572,NGPL,47,20,104,452.50,"47,060.00"
328,2024091804012571,NGPL,47,42,500,452.00,"226,000.00"
329,2024091804012570,NGPL,47,34,46,452.00,"20,792.00"
330,2024091804012569,NGPL,47,74,540,451.90,"244,026.00"
331,2024091804012412,NGPL,58,14,39,450.00,"17,550.00"
332,2024091804012401,NGPL,58,41,300,450.00,"135,000.00"
333,2024091804013037,NGPL,54,58,20,451.00,"9,020.00"
334,2024091804012666,NGPL,38,25,30,452.00,"13,560.00"
335,2024091804012615,NGPL,74,44,60,451.00,"27,060.00"
336,2024091804012575,NGPL,47,32,492,453.00,"222,876.00"
337,2024091804012574,NGPL,47,58,88,453.00,"39,864.00"
338,2024091804012573,NGPL,47,47,30,453.00,"13,590.00"
339,2024091804013171,NGPL,49,50,10,448.00,"4,480.00"
340,2024091804013064,NGPL,57,34,100,450.20,"45,020.00"
341,2024091804013063,NGPL,58,34,161,450.20,"72,482.20"
342,2024091804013062,NGPL,88,34,440,450.30,"198,132.00"
343,2024091804013040,NGPL,88,5,60,450.30,"27,018.00"
344,2024091804013039,NGPL,74,5,40,450.30,"18,012.00"
345,2024091804013210,NGPL,62,6,140,447.90,"62,706.00"
346,2024091804013209,NGPL,74,6,60,448.10,"26,886.00"
347,2024091804013178,NGPL,74,50,40,448.00,"17,920.00"
348,2024091804013174,NGPL,57,50,50,448.00,"22,400.00"
349,2024091804013173,NGPL,45,50,"1,000",448.00,"448,000.00"
350,2024091804013172,NGPL,88,50,500,448.00,"224,000.00"
351,2024091804013477,NGPL,95,49,10,446.60,"4,466.00"
352,2024091804013476,NGPL,16,49,100,446.70,"44,670.00"
353,2024091804013475,NGPL,44,49,35,447.00,"15,645.00"
354,2024091804013380,NGPL,62,4,10,447.90,"4,479.00"
355,2024091804013346,NGPL,62,6,300,447.90,"134,370.00"
356,2024091804013328,NGPL,62,57,200,447.90,"89,580.00"
357,2024091804013553,NGPL,53,49,150,446.50,"66,975.00"
358,2024091804013513,NGPL,64,34,"1,855",446.00,"827,330.00"
359,2024091804013512,NGPL,58,34,"1,000",446.00,"446,000.00"
360,2024091804013511,NGPL,45,34,200,446.10,"89,220.00"
361,2024091804013510,NGPL,51,34,945,446.50,"421,942.50"
362,2024091804013478,NGPL,51,49,155,446.50,"69,207.50"
363,2024091804013702,NGPL,64,34,"7,244",446.00,"3,230,824.00"
364,2024091804013701,NGPL,44,34,100,446.10,"44,610.00"
365,2024091804013700,NGPL,88,34,500,446.20,"223,100.00"
366,2024091804013699,NGPL,44,34,50,446.20,"22,310.00"
367,2024091804013698,NGPL,39,34,56,446.50,"25,004.00"
368,2024091804013697,NGPL,53,34,50,446.50,"22,325.00"
369,2024091804014053,NGPL,26,40,10,445.50,"4,455.00"
370,2024091804013848,NGPL,25,63,14,446.00,"6,244.00"
371,2024091804013847,NGPL,51,63,36,446.00,"16,056.00"
372,2024091804013764,NGPL,51,38,64,446.00,"28,544.00"
373,2024091804013763,NGPL,64,38,501,446.00,"223,446.00"
374,2024091804013754,NGPL,64,38,400,446.00,"178,400.00"
375,2024091804014187,NGPL,56,63,50,446.00,"22,300.00"
376,2024091804014164,NGPL,52,8,133,445.50,"59,251.50"
377,2024091804014145,NGPL,52,40,90,445.50,"40,095.00"
378,2024091804014094,NGPL,53,40,50,445.50,"22,275.00"
379,2024091804014062,NGPL,44,62,50,445.30,"22,265.00"
380,2024091804014061,NGPL,74,62,50,445.40,"22,270.00"
381,2024091804014421,NGPL,11,7,92,445.50,"40,986.00"
382,2024091804014420,NGPL,56,7,20,447.00,"8,940.00"
383,2024091804014419,NGPL,34,7,88,447.00,"39,336.00"
384,2024091804014201,NGPL,34,4,90,447.00,"40,230.00"
385,2024091804014200,NGPL,34,22,62,447.00,"27,714.00"
386,2024091804014199,NGPL,34,63,100,446.00,"44,600.00"
387,2024091804014601,NGPL,44,53,"1,600",445.30,"712,480.00"
388,2024091804014581,NGPL,44,8,65,445.30,"28,944.50"
389,2024091804014580,NGPL,29,8,100,445.40,"44,540.00"
390,2024091804014579,NGPL,58,8,500,445.40,"222,700.00"
391,2024091804014578,NGPL,11,8,58,445.50,"25,839.00"
392,2024091804014577,NGPL,52,8,177,447.00,"79,119.00"
393,2024091804014881,NGPL,52,45,150,445.40,"66,810.00"
394,2024091804014880,NGPL,16,45,50,445.40,"22,270.00"
395,2024091804014871,NGPL,16,92,10,445.40,"4,454.00"
396,2024091804014870,NGPL,16,56,200,445.40,"89,080.00"
397,2024091804014828,NGPL,16,40,240,445.40,"106,896.00"
398,2024091804014688,NGPL,44,44,20,445.30,"8,906.00"
399,2024091804015040,NGPL,58,45,83,447.50,"37,142.50"
400,2024091804015039,NGPL,58,70,88,447.50,"39,380.00"
401,2024091804015038,NGPL,58,22,100,447.40,"44,740.00"
402,2024091804015002,NGPL,88,32,388,446.10,"173,086.80"
403,2024091804014987,NGPL,88,41,30,446.10,"13,383.00"
404,2024091804014973,NGPL,60,57,"1,000",447.40,"447,400.00"
405,2024091804015451,NGPL,57,45,50,449.70,"22,485.00"
406,2024091804015326,NGPL,57,50,30,449.70,"13,491.00"
407,2024091804015300,NGPL,57,34,200,449.70,"89,940.00"
408,2024091804015296,NGPL,57,57,50,449.70,"22,485.00"
409,2024091804015042,NGPL,58,34,91,449.90,"40,940.90"
410,2024091804015041,NGPL,58,42,38,448.00,"17,024.00"
411,2024091804015562,NGPL,57,57,270,449.70,"121,419.00"
412,2024091804015561,NGPL,35,57,200,449.90,"89,980.00"
413,2024091804015541,NGPL,55,45,40,450.00,"18,000.00"
414,2024091804015540,NGPL,55,58,10,450.00,"4,500.00"
415,2024091804015506,NGPL,88,34,291,450.00,"130,950.00"
416,2024091804015505,NGPL,88,34,209,449.90,"94,029.10"
417,2024091804015576,NGPL,62,45,100,450.00,"45,000.00"
418,2024091804015567,NGPL,62,1,200,450.00,"90,000.00"
419,2024091804015566,NGPL,62,49,550,450.00,"247,500.00"
420,2024091804015565,NGPL,62,17,10,450.00,"4,500.00"
421,2024091804015564,NGPL,62,45,10,450.00,"4,500.00"
422,2024091804015563,NGPL,4,57,30,449.70,"13,491.00"
423,2024091804015741,NGPL,41,70,33,450.90,"14,879.70"
424,2024091804015663,NGPL,60,58,"1,800",451.00,"811,800.00"
425,2024091804015662,NGPL,60,8,200,451.00,"90,200.00"
426,2024091804015640,NGPL,41,40,100,450.20,"45,020.00"
427,2024091804015634,NGPL,35,40,200,450.20,"90,040.00"
428,2024091804015580,NGPL,41,40,200,450.20,"90,040.00"
429,2024091804015945,NGPL,46,34,150,450.20,"67,530.00"
430,2024091804015944,NGPL,56,34,122,450.30,"54,936.60"
431,2024091804015886,NGPL,56,34,108,450.30,"48,632.40"
432,2024091804015879,NGPL,14,58,300,451.00,"135,300.00"
433,2024091804015821,NGPL,58,58,21,451.00,"9,471.00"
