0,Transact_No,Symbol,Buyer,Seller,Quantity,Rate,Amount
1,2024091601028834,NABIL,59,43,300,561.20,"168,360.00"
2,2024091601028785,NABIL,45,43,20,561.50,"11,230.00"
3,2024091601028784,NABIL,17,43,100,561.60,"56,160.00"
4,2024091601028783,NABIL,22,43,100,561.60,"56,160.00"
5,2024091601028782,NABIL,50,43,37,561.70,"20,782.90"
6,2024091601028781,NABIL,8,43,104,562.00,"58,448.00"
7,2024091601008673,NABIL,14,37,26,566.00,"14,716.00"
8,2024091601008647,NABIL,85,34,20,567.00,"11,340.00"
9,2024091601008905,NABIL,58,4,20,566.00,"11,320.00"
10,2024091601008904,NABIL,1,4,50,566.00,"28,300.00"
11,2024091601008903,NABIL,25,4,12,566.00,"6,792.00"
12,2024091601008889,NABIL,46,40,20,567.00,"11,340.00"
13,2024091601008777,NABIL,22,40,20,567.00,"11,340.00"
14,2024091601008731,NABIL,48,34,20,567.00,"11,340.00"
15,2024091601008911,NABIL,47,4,14,565.00,"7,910.00"
16,2024091601008910,NABIL,46,4,10,565.00,"5,650.00"
17,2024091601008909,NABIL,45,4,15,565.00,"8,475.00"
18,2024091601008908,NABIL,14,4,11,565.00,"6,215.00"
19,2024091601008907,NABIL,40,4,10,565.00,"5,650.00"
20,2024091601008906,NABIL,52,4,168,565.00,"94,920.00"
21,2024091601009697,NABIL,14,42,14,566.00,"7,924.00"
22,2024091601009610,NABIL,49,36,50,566.90,"28,345.00"
23,2024091601009584,NABIL,58,4,100,566.80,"56,680.00"
24,2024091601009548,NABIL,19,40,17,567.00,"9,639.00"
25,2024091601009505,NABIL,45,40,35,567.00,"19,845.00"
26,2024091601008942,NABIL,14,16,1,563.00,563.00
27,2024091601009751,NABIL,88,36,60,566.90,"34,014.00"
28,2024091601009702,NABIL,42,42,465,565.00,"262,725.00"
29,2024091601009701,NABIL,47,42,36,565.00,"20,340.00"
30,2024091601009700,NABIL,4,42,65,565.50,"36,757.50"
31,2024091601009699,NABIL,56,42,200,566.00,"113,200.00"
32,2024091601009698,NABIL,50,42,20,566.00,"11,320.00"
33,2024091601009962,NABIL,49,36,61,566.90,"34,580.90"
34,2024091601009952,NABIL,6,36,50,566.90,"28,345.00"
35,2024091601009869,NABIL,74,36,100,566.90,"56,690.00"
36,2024091601009852,NABIL,21,42,404,565.00,"228,260.00"
37,2024091601009851,NABIL,42,42,89,565.00,"50,285.00"
38,2024091601009850,NABIL,58,42,50,565.50,"28,275.00"
39,2024091601010547,NABIL,21,36,18,566.90,"10,204.20"
40,2024091601010546,NABIL,21,41,82,566.70,"46,469.40"
41,2024091601010496,NABIL,4,41,168,566.70,"95,205.60"
42,2024091601010357,NABIL,19,36,25,566.90,"14,172.50"
43,2024091601010337,NABIL,38,36,18,566.90,"10,204.20"
44,2024091601010312,NABIL,42,36,100,566.90,"56,690.00"
45,2024091601011223,NABIL,45,42,20,566.20,"11,324.00"
46,2024091601011222,NABIL,56,42,200,566.50,"113,300.00"
47,2024091601011002,NABIL,53,53,200,567.00,"113,400.00"
48,2024091601010865,NABIL,55,53,15,567.00,"8,505.00"
49,2024091601010605,NABIL,46,36,18,566.90,"10,204.20"
50,2024091601010574,NABIL,56,36,200,566.90,"113,380.00"
51,2024091601011427,NABIL,56,28,100,566.00,"56,600.00"
52,2024091601011426,NABIL,57,28,40,566.00,"22,640.00"
53,2024091601011263,NABIL,57,5,60,566.00,"33,960.00"
54,2024091601011262,NABIL,22,5,20,566.00,"11,320.00"
55,2024091601011261,NABIL,22,5,20,566.00,"11,320.00"
56,2024091601011224,NABIL,58,42,180,566.10,"101,898.00"
57,2024091601011582,NABIL,17,57,36,565.00,"20,340.00"
58,2024091601011546,NABIL,17,1,264,565.00,"149,160.00"
59,2024091601011545,NABIL,46,1,186,566.00,"105,276.00"
60,2024091601011535,NABIL,46,28,187,566.00,"105,842.00"
61,2024091601011481,NABIL,17,25,50,565.00,"28,250.00"
62,2024091601011428,NABIL,62,28,150,566.00,"84,900.00"
63,2024091601011900,NABIL,35,57,20,565.00,"11,300.00"
64,2024091601011766,NABIL,35,45,136,565.00,"76,840.00"
65,2024091601011765,NABIL,96,45,15,565.00,"8,475.00"
66,2024091601011764,NABIL,67,45,49,565.00,"27,685.00"
67,2024091601011585,NABIL,67,39,51,565.00,"28,815.00"
68,2024091601011583,NABIL,21,57,14,565.00,"7,910.00"
69,2024091601012105,NABIL,22,6,20,565.00,"11,300.00"
70,2024091601012104,NABIL,3,6,10,565.50,"5,655.00"
71,2024091601011942,NABIL,28,17,10,565.00,"5,650.00"
72,2024091601011937,NABIL,38,17,39,565.00,"22,035.00"
73,2024091601011936,NABIL,57,17,17,565.00,"9,605.00"
74,2024091601011935,NABIL,35,17,94,565.00,"53,110.00"
75,2024091601012175,NABIL,46,43,10,564.00,"5,640.00"
76,2024091601012174,NABIL,16,43,15,564.00,"8,460.00"
77,2024091601012173,NABIL,54,43,25,564.00,"14,100.00"
78,2024091601012172,NABIL,34,43,100,564.00,"56,400.00"
79,2024091601012171,NABIL,32,43,230,564.00,"129,720.00"
80,2024091601012106,NABIL,32,6,270,564.00,"152,280.00"
81,2024091601012628,NABIL,1,5,200,566.80,"113,360.00"
82,2024091601012612,NABIL,22,5,50,566.80,"28,340.00"
83,2024091601012570,NABIL,41,53,50,567.00,"28,350.00"
84,2024091601012425,NABIL,16,53,14,567.00,"7,938.00"
85,2024091601012370,NABIL,42,53,20,567.00,"11,340.00"
86,2024091601012176,NABIL,46,43,20,564.00,"11,280.00"
87,2024091601012777,NABIL,45,6,10,564.00,"5,640.00"
88,2024091601012705,NABIL,45,62,76,564.00,"42,864.00"
89,2024091601012704,NABIL,11,62,100,564.00,"56,400.00"
90,2024091601012703,NABIL,46,62,110,564.00,"62,040.00"
91,2024091601012702,NABIL,95,62,14,565.00,"7,910.00"
92,2024091601012701,NABIL,32,33,106,566.00,"59,996.00"
93,2024091601013294,NABIL,21,42,41,563.60,"23,107.60"
94,2024091601012913,NABIL,21,60,59,563.60,"33,252.40"
95,2024091601012912,NABIL,36,60,10,564.00,"5,640.00"
96,2024091601012911,NABIL,19,60,10,564.00,"5,640.00"
97,2024091601012910,NABIL,22,60,20,564.00,"11,280.00"
98,2024091601012909,NABIL,45,60,114,564.00,"64,296.00"
99,2024091601013488,NABIL,21,33,20,564.00,"11,280.00"
100,2024091601013391,NABIL,32,53,72,563.50,"40,572.00"
101,2024091601013339,NABIL,32,47,177,563.50,"99,739.50"
102,2024091601013338,NABIL,11,47,200,563.60,"112,720.00"
103,2024091601013337,NABIL,57,47,23,563.60,"12,962.80"
104,2024091601013295,NABIL,57,42,77,563.60,"43,397.20"
105,2024091601014010,NABIL,45,54,180,564.00,"101,520.00"
106,2024091601013916,NABIL,45,8,10,564.00,"5,640.00"
107,2024091601013824,NABIL,1,34,10,565.00,"5,650.00"
108,2024091601013681,NABIL,45,41,10,564.00,"5,640.00"
109,2024091601013669,NABIL,41,41,20,564.00,"11,280.00"
110,2024091601013668,NABIL,41,33,26,564.00,"14,664.00"
111,2024091601014433,NABIL,40,54,245,564.00,"138,180.00"
112,2024091601014378,NABIL,28,46,19,563.60,"10,708.40"
113,2024091601014377,NABIL,35,46,50,563.60,"28,180.00"
114,2024091601014301,NABIL,17,54,20,564.00,"11,280.00"
115,2024091601014270,NABIL,58,54,20,564.00,"11,280.00"
116,2024091601014011,NABIL,35,54,35,564.00,"19,740.00"
117,2024091601014855,NABIL,34,58,30,564.00,"16,920.00"
118,2024091601014854,NABIL,34,34,37,564.00,"20,868.00"
119,2024091601014853,NABIL,34,54,45,564.00,"25,380.00"
120,2024091601014803,NABIL,38,41,10,563.70,"5,637.00"
121,2024091601014435,NABIL,40,54,455,564.00,"256,620.00"
122,2024091601014434,NABIL,40,54,500,564.00,"282,000.00"
123,2024091601014983,NABIL,32,58,214,563.50,"120,589.00"
124,2024091601014982,NABIL,28,58,76,563.60,"42,833.60"
125,2024091601014981,NABIL,38,58,10,563.70,"5,637.00"
126,2024091601014968,NABIL,40,7,88,565.00,"49,720.00"
127,2024091601014967,NABIL,40,3,12,564.00,"6,768.00"
128,2024091601014939,NABIL,34,3,88,564.00,"49,632.00"
129,2024091601016021,NABIL,13,58,100,564.00,"56,400.00"
130,2024091601015965,NABIL,44,58,70,564.00,"39,480.00"
131,2024091601015964,NABIL,44,42,20,564.00,"11,280.00"
132,2024091601015963,NABIL,44,13,350,564.00,"197,400.00"
133,2024091601015962,NABIL,44,58,60,563.90,"33,834.00"
134,2024091601015620,NABIL,32,21,15,563.50,"8,452.50"
135,2024091601016202,NABIL,42,57,10,563.20,"5,632.00"
136,2024091601016168,NABIL,35,58,20,564.00,"11,280.00"
137,2024091601016113,NABIL,41,58,12,563.30,"6,759.60"
138,2024091601016112,NABIL,21,58,10,563.50,"5,635.00"
139,2024091601016111,NABIL,58,58,100,563.50,"56,350.00"
140,2024091601016110,NABIL,32,58,22,563.50,"12,397.00"
141,2024091601016254,NABIL,40,45,100,563.00,"56,300.00"
142,2024091601016253,NABIL,41,45,14,563.00,"7,882.00"
143,2024091601016252,NABIL,42,45,200,563.00,"112,600.00"
144,2024091601016251,NABIL,46,45,10,563.00,"5,630.00"
145,2024091601016250,NABIL,42,45,18,563.00,"10,134.00"
146,2024091601016249,NABIL,43,45,30,563.10,"16,893.00"
147,2024091601016347,NABIL,32,5,100,563.00,"56,300.00"
148,2024091601016267,NABIL,22,58,44,564.00,"24,816.00"
149,2024091601016258,NABIL,32,45,38,563.00,"21,394.00"
150,2024091601016257,NABIL,58,45,50,563.00,"28,150.00"
151,2024091601016256,NABIL,28,45,20,563.00,"11,260.00"
152,2024091601016255,NABIL,45,45,20,563.00,"11,260.00"
153,2024091601016625,NABIL,6,35,100,563.10,"56,310.00"
154,2024091601016504,NABIL,58,58,30,564.00,"16,920.00"
155,2024091601016424,NABIL,25,58,105,564.00,"59,220.00"
156,2024091601016417,NABIL,35,43,10,563.00,"5,630.00"
157,2024091601016416,NABIL,32,43,282,563.00,"158,766.00"
158,2024091601016376,NABIL,32,58,80,563.00,"45,040.00"
159,2024091601016747,NABIL,43,45,277,564.00,"156,228.00"
160,2024091601016746,NABIL,43,52,200,564.00,"112,800.00"
161,2024091601016745,NABIL,43,58,131,564.00,"73,884.00"
162,2024091601016722,NABIL,6,17,650,563.10,"366,015.00"
163,2024091601016705,NABIL,6,47,50,563.10,"28,155.00"
164,2024091601016682,NABIL,6,51,40,563.10,"22,524.00"
165,2024091601016883,NABIL,1,42,745,563.00,"419,435.00"
166,2024091601016863,NABIL,1,52,100,563.00,"56,300.00"
167,2024091601016760,NABIL,1,56,40,563.00,"22,520.00"
168,2024091601016759,NABIL,35,56,10,563.00,"5,630.00"
169,2024091601016758,NABIL,6,56,150,563.10,"84,465.00"
170,2024091601016755,NABIL,6,13,10,563.10,"5,631.00"
171,2024091601017084,NABIL,45,3,10,563.00,"5,630.00"
172,2024091601017030,NABIL,25,45,33,563.00,"18,579.00"
173,2024091601017029,NABIL,57,45,180,563.00,"101,340.00"
174,2024091601017028,NABIL,35,45,200,563.00,"112,600.00"
175,2024091601017027,NABIL,34,45,10,563.00,"5,630.00"
176,2024091601016884,NABIL,5,42,50,563.00,"28,150.00"
177,2024091601017201,NABIL,55,20,100,562.10,"56,210.00"
178,2024091601017200,NABIL,22,20,10,562.10,"5,621.00"
179,2024091601017199,NABIL,45,20,100,562.20,"56,220.00"
180,2024091601017087,NABIL,22,3,20,563.00,"11,260.00"
181,2024091601017086,NABIL,42,3,20,563.00,"11,260.00"
182,2024091601017085,NABIL,48,3,50,563.00,"28,150.00"
183,2024091601017298,NABIL,42,22,28,562.00,"15,736.00"
184,2024091601017297,NABIL,58,22,10,562.00,"5,620.00"
185,2024091601017296,NABIL,17,22,200,562.00,"112,400.00"
186,2024091601017295,NABIL,7,22,15,562.00,"8,430.00"
187,2024091601017294,NABIL,32,22,73,562.00,"41,026.00"
188,2024091601017202,NABIL,32,20,127,562.00,"71,374.00"
189,2024091601017487,NABIL,34,19,25,562.00,"14,050.00"
190,2024091601017486,NABIL,58,19,86,562.00,"48,332.00"
191,2024091601017413,NABIL,57,3,200,563.00,"112,600.00"
192,2024091601017301,NABIL,58,22,14,562.00,"7,868.00"
193,2024091601017300,NABIL,58,22,50,562.00,"28,100.00"
194,2024091601017299,NABIL,26,22,10,562.00,"5,620.00"
195,2024091601017624,NABIL,36,58,30,564.00,"16,920.00"
196,2024091601017623,NABIL,36,44,22,564.00,"12,408.00"
197,2024091601017563,NABIL,58,42,32,562.00,"17,984.00"
198,2024091601017562,NABIL,66,42,20,562.00,"11,240.00"
199,2024091601017561,NABIL,58,42,48,562.00,"26,976.00"
200,2024091601017488,NABIL,58,19,12,562.00,"6,744.00"
201,2024091601018094,NABIL,42,57,15,564.00,"8,460.00"
202,2024091601018093,NABIL,36,57,71,564.00,"40,044.00"
203,2024091601018012,NABIL,36,54,77,564.00,"43,428.00"
204,2024091601018011,NABIL,49,54,23,564.10,"12,974.30"
205,2024091601017879,NABIL,49,33,47,564.10,"26,512.70"
206,2024091601017719,NABIL,55,7,55,565.00,"31,075.00"
207,2024091601018100,NABIL,45,57,289,562.00,"162,418.00"
208,2024091601018099,NABIL,38,57,15,562.00,"8,430.00"
209,2024091601018098,NABIL,41,57,200,562.00,"112,400.00"
210,2024091601018097,NABIL,46,57,10,562.00,"5,620.00"
211,2024091601018096,NABIL,58,57,38,562.00,"21,356.00"
212,2024091601018095,NABIL,48,57,10,564.00,"5,640.00"
213,2024091601018205,NABIL,16,57,50,562.00,"28,100.00"
214,2024091601018183,NABIL,32,57,50,562.00,"28,100.00"
215,2024091601018155,NABIL,40,57,800,562.00,"449,600.00"
216,2024091601018137,NABIL,29,57,100,562.00,"56,200.00"
217,2024091601018128,NABIL,42,48,12,561.60,"6,739.20"
218,2024091601018118,NABIL,13,57,100,562.00,"56,200.00"
219,2024091601018414,NABIL,42,32,50,561.60,"28,080.00"
220,2024091601018405,NABIL,35,3,10,561.90,"5,619.00"
221,2024091601018362,NABIL,38,34,10,562.00,"5,620.00"
222,2024091601018356,NABIL,21,57,10,562.00,"5,620.00"
223,2024091601018287,NABIL,37,57,25,562.00,"14,050.00"
224,2024091601018261,NABIL,38,57,10,562.00,"5,620.00"
