0,Transact_No,Symbol,Buyer,Seller,Quantity,Rate,Amount
1,2024092201024418,NABIL,34,37,100,562.00,"56,200.00"
2,2024092201024318,NABIL,34,37,65,562.00,"36,530.00"
3,2024092201024259,NABIL,34,25,35,562.00,"19,670.00"
4,2024092201024255,NABIL,48,25,10,562.00,"5,620.00"
5,2024092201024056,NABIL,94,25,41,562.00,"23,042.00"
6,2024092201024033,NABIL,45,25,64,562.00,"35,968.00"
7,2024092201004699,NABIL,14,55,25,568.00,"14,200.00"
8,2024092201004696,NABIL,14,55,185,568.00,"105,080.00"
9,2024092201004996,NABIL,55,58,11,567.50,"6,242.50"
10,2024092201004972,NABIL,55,77,10,567.50,"5,675.00"
11,2024092201004893,NABIL,47,34,10,569.00,"5,690.00"
12,2024092201004878,NABIL,8,39,17,567.60,"9,649.20"
13,2024092201004761,NABIL,8,19,82,567.60,"46,543.20"
14,2024092201004760,NABIL,57,19,18,568.00,"10,224.00"
15,2024092201005476,NABIL,54,42,10,567.00,"5,670.00"
16,2024092201005475,NABIL,54,35,31,567.00,"17,577.00"
17,2024092201005457,NABIL,28,57,35,566.20,"19,817.00"
18,2024092201005369,NABIL,28,48,16,566.20,"9,059.20"
19,2024092201005079,NABIL,58,58,10,567.00,"5,670.00"
20,2024092201004997,NABIL,19,58,50,567.00,"28,350.00"
21,2024092201005640,NABIL,28,51,100,566.20,"56,620.00"
22,2024092201005568,NABIL,28,14,100,566.20,"56,620.00"
23,2024092201005523,NABIL,35,13,67,567.00,"37,989.00"
24,2024092201005510,NABIL,57,57,21,566.30,"11,892.30"
25,2024092201005478,NABIL,54,13,714,567.00,"404,838.00"
26,2024092201005477,NABIL,54,54,245,567.00,"138,915.00"
27,2024092201005913,NABIL,64,49,29,566.10,"16,416.90"
28,2024092201005803,NABIL,64,45,10,566.10,"5,661.00"
29,2024092201005734,NABIL,64,41,61,566.10,"34,532.10"
30,2024092201005733,NABIL,28,41,39,566.20,"22,081.80"
31,2024092201005711,NABIL,28,6,10,566.20,"5,662.00"
32,2024092201005698,NABIL,28,14,200,566.20,"113,240.00"
33,2024092201005956,NABIL,21,59,20,566.00,"11,320.00"
34,2024092201005955,NABIL,38,59,102,566.00,"57,732.00"
35,2024092201005954,NABIL,16,59,10,566.00,"5,660.00"
36,2024092201005953,NABIL,17,59,10,566.00,"5,660.00"
37,2024092201005952,NABIL,29,59,14,566.00,"7,924.00"
38,2024092201005914,NABIL,29,49,36,566.00,"20,376.00"
39,2024092201006052,NABIL,49,48,35,566.00,"19,810.00"
