Stock A,Stock B,Best Rolling Window,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50,Timestep 51,Timestep 52,Timestep 53,Timestep 54,Timestep 55,Timestep 56,Timestep 57,Timestep 58,Timestep 59,Timestep 60,Timestep 61,Timestep 62,Timestep 63,Timestep 64,Timestep 65,Timestep 66,Timestep 67,Timestep 68,Timestep 69,Timestep 70,Timestep 71,Timestep 72,Timestep 73,Timestep 74,Timestep 75,Timestep 76,Timestep 77,Timestep 78,Timestep 79,Timestep 80,Timestep 81,Timestep 82,Timestep 83,Timestep 84,Timestep 85,Timestep 86,Timestep 87,Timestep 88,Timestep 89,Timestep 90,Timestep 91,Timestep 92,Timestep 93,Timestep 94,Timestep 95,Timestep 96,Timestep 97,Timestep 98,Timestep 99,Timestep 100,Timestep 101
CFCL,NYADI,10.0,-1.1153652849555324,2.528913343230599,0.27927187029075384,0.1,11284.138156581828,1.7525087462038875,7.373087835388942,0.0010000000000002591,2,0.5,0.05745341614906832,4.625,80.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10403.43669250646,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,10393.033255813954,11295.433590172002,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828,11284.138156581828
CFCL,RADHI,6.0,-1.5560843230150037,1.6829962257372646,-0.36472503879211604,0.05,12901.728692392198,2.7134692243033136,1.8031985475335726,0.01498383982216208,7,0.7142857142857143,171.29318181818272,37.6845,1.0999999999999943,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10028.961038961039,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,10018.932077922078,9888.577270440983,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,9878.688693170543,10441.387631246334,10430.94624361509,10430.94624361509,10430.94624361509,10430.94624361509,10430.94624361509,10430.94624361509,10430.94624361509,11093.479571153093,11082.386091581939,11082.386091581939,11082.386091581939,11082.386091581939,12178.587759429638,12166.409171670208,12166.409171670208,12166.409171670208,12166.409171670208,12166.409171670208,12914.643335727927,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198,12901.728692392198
CFCL,NHPC,12.0,-1.1037695214035983,1.9903402147034468,0.4034393473739861,0.05,12826.443876158326,2.71285507738062,2.427751242809574,0.013518952352071716,11,0.5454545454545454,2.166473072861669,34.19416666666667,23.674999999999997,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10403.43669250646,10565.91617276114,10555.35025658838,10555.716117150816,10545.160401033665,10545.160401033665,10545.160401033665,10498.501677615393,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10488.003175937776,10433.509565030632,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10423.0760554656,10530.42785009336,10519.897422243268,10519.897422243268,10519.897422243268,10519.897422243268,10519.897422243268,10519.897422243268,10519.897422243268,10519.897422243268,10519.897422243268,10459.282775191294,10448.823492416104,10448.823492416104,11482.357033368362,11470.874676334994,11470.874676334994,11470.874676334994,11470.874676334994,11470.874676334994,11470.874676334994,11470.874676334994,11470.874676334994,11716.214428740788,11704.498214312047,11704.498214312047,11704.498214312047,11704.498214312047,11704.498214312047,12720.769676368593,12708.048906692224,12708.048906692224,12708.048906692224,12708.048906692224,12708.048906692224,12708.048906692224,12839.283159317645,12826.443876158326,12826.443876158326,12826.443876158326,12826.443876158326
CFCL,HDHPC,12.0,-1.028124882542467,1.844965703740922,0.011032543729319166,0.05,12773.45245247405,2.697208221089201,3.510329898761623,0.010528991797361071,10,0.4,1.2795523138832996,31.796874999999996,19.880000000000003,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10015.839793281655,10005.823953488372,10005.823953488372,10005.823953488372,10005.823953488372,10006.170766838028,9996.16459607119,9996.16459607119,9996.16459607119,9940.173809100559,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9930.233635291457,9920.303401656167,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,9910.38309825451,10275.46018373886,10265.184723555121,10265.184723555121,10265.184723555121,11280.553843682894,11478.833649145156,11467.35481549601,11467.35481549601,11467.35481549601,11467.35481549601,11467.35481549601,11467.35481549601,11467.35481549601,11667.809828934034,11656.1420191051,11656.1420191051,11656.1420191051,11656.1420191051,11656.1420191051,12668.21483716148,12655.546622324318,12655.546622324318,12655.546622324318,12655.546622324318,12655.546622324318,12655.546622324318,12786.238691165216,12773.45245247405,12773.45245247405,12773.45245247405,12773.45245247405
CFCL,DHPL,10.0,-1.30023984602714,1.853705312519929,0.12399733254556744,0.1,12686.93423532883,2.567833802694109,3.558104592455017,0.006731105263157899,6,0.6666666666666666,1.9600632911392408,58.06687500000001,59.25,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9942.631578947368,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,9932.68894736842,10157.571599966404,10147.414028366436,10147.414028366436,10147.414028366436,10639.56360874221,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,10628.924045133468,11680.272028267904,11668.591756239637,11668.591756239637,11668.591756239637,11668.591756239637,11668.591756239637,11668.591756239637,11696.747709726538,11685.050962016812,11685.050962016812,11685.050962016812,11685.050962016812,11685.050962016812,11685.050962016812,11685.050962016812,12699.633869198029,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883,12686.93423532883
CFCL,AKPL,12.0,-1.0122495748218356,1.314105622217545,0.08753016051012574,0.05,12808.958966978977,2.6635092281735586,1.5754728188711509,0.020083074546204505,11,0.5454545454545454,2.2785896130346233,37.29291666666666,24.549999999999997,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9964.226804123711,9954.262577319589,9954.262577319589,9954.262577319589,9954.607603492728,9944.652995889235,9944.652995889235,9944.652995889235,9808.978232770723,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9799.169254537954,9813.491117294589,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9803.677626177294,9837.968450617882,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,9828.130482167264,10800.268877035141,10990.106649324829,10979.116542675505,11486.83584547183,11475.34900962636,11475.34900962636,11475.34900962636,11475.34900962636,11475.34900962636,11700.24297576518,11688.542732789416,11688.542732789416,11688.542732789416,11688.542732789416,11688.542732789416,12703.428821441828,12690.725392620388,12690.725392620388,12690.725392620388,12690.725392620388,12690.725392620388,12690.725392620388,12821.780747726703,12808.958966978977,12808.958966978977,12808.958966978977,12808.958966978977
GFCL,RADHI,19.0,-1.227302916552709,1.6831601980964377,0.46870226676906723,0.1,12557.085517323074,3.5049874962756773,7.7480927013221255,0.0010000000000002355,8,0.75,1.573190298507463,35.134583333333346,134.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10317.510917030566,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10307.193406113534,10591.001186391242,10580.410185204852,10769.460155872568,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,10758.690695716696,11272.30238487064,11261.03008248577,11261.03008248577,11261.03008248577,11261.03008248577,11976.287122241076,11964.310835118835,11964.310835118835,11964.310835118835,11964.310835118835,11964.310835118835,11964.310835118835,11964.310835118835,12242.742418339996,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12230.499675921656,12569.655172495572,12557.085517323074,12557.085517323074,12557.085517323074
MFIL,RADHI,14.0,-1.4503253168403234,2.033245934915382,-0.005674183926280607,0.05,12146.037736035225,2.870338448722874,4.54700778357073,0.0037619411764705513,8,0.375,3.163957597173144,29.846666666666675,7.075000000000003,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9972.35294117647,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,9962.380588235295,10088.99763554061,10078.908637905071,10078.908637905071,10078.908637905071,10078.908637905071,10078.908637905071,10078.908637905071,10078.908637905071,10078.908637905071,10195.310151389893,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10185.114841238503,10444.301308270395,10433.857006962124,10433.857006962124,10433.857006962124,10433.857006962124,10433.857006962124,10433.857006962124,10433.857006962124,10760.434035192957,10749.673601157763,10749.673601157763,10749.673601157763,10749.673601157763,10749.673601157763,10749.673601157763,10749.673601157763,11410.778527628967,11399.367749101337,11399.367749101337,11399.367749101337,11399.367749101337,11399.367749101337,11399.367749101337,11399.367749101337,11399.367749101337,12158.195931967191,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225,12146.037736035225
MFIL,NHPC,10.0,-1.4880618954262639,2.125578093475882,-0.09322174103111147,0.1,12175.703973751168,2.820857002508052,1.1352517600383343,0.016270428571428394,7,0.7142857142857143,2.225298329355609,18.648000000000007,41.900000000000006,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10021.885213232365,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10011.863328019133,10144.975446916027,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10134.830471469111,10755.741630477909,10982.439569458753,10971.457129889295,10971.457129889295,10971.457129889295,10971.457129889295,10971.457129889295,10971.457129889295,10971.457129889295,10971.457129889295,11338.811780686621,11327.472968905937,11327.472968905937,11327.472968905937,11327.472968905937,11327.472968905937,11327.472968905937,11327.472968905937,11327.472968905937,11327.472968905937,11616.211005047118,11604.594794042072,11604.594794042072,11604.594794042072,11604.594794042072,11604.594794042072,11604.594794042072,11604.594794042072,11604.594794042072,12377.08444208871,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12364.707357646623,12175.703973751168
MFIL,HDHPC,10.0,-1.4567258618411736,2.014518020153176,0.16531605999881271,0.05,12656.24133009817,3.00524133931871,1.3634686775286442,0.016270428571428516,7,0.42857142857142855,1.975972762645914,16.9275,8.566666666666668,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10214.632068164216,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10204.417436096051,10170.718580971323,10160.547862390353,10160.547862390353,10160.547862390353,10160.547862390353,10160.547862390353,10160.547862390353,10160.547862390353,10160.547862390353,10783.034599308274,11010.307790093697,10999.297482303602,10999.297482303602,10999.297482303602,10999.297482303602,10999.297482303602,10999.297482303602,10999.297482303602,10999.297482303602,11404.487819286844,11393.083331467556,11393.083331467556,11393.083331467556,11393.083331467556,11393.083331467556,11393.083331467556,11393.083331467556,11393.083331467556,11393.083331467556,12074.666905352206,12062.592238446852,12062.592238446852,12062.592238446852,12062.592238446852,12062.592238446852,12062.592238446852,12062.592238446852,12062.592238446852,12865.56966231968,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12852.70409265736,12656.24133009817
