Stock A,Stock B,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Hedge Ratio,Half Life,Rolling Window,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50,Timestep 51,Timestep 52,Timestep 53,Timestep 54,Timestep 55,Timestep 56,Timestep 57,Timestep 58,Timestep 59,Timestep 60,Timestep 61,Timestep 62,Timestep 63,Timestep 64,Timestep 65,Timestep 66,Timestep 67,Timestep 68,Timestep 69,Timestep 70,Timestep 71,Timestep 72,Timestep 73,Timestep 74,Timestep 75,Timestep 76,Timestep 77,Timestep 78,Timestep 79,Timestep 80,Timestep 81,Timestep 82,Timestep 83,Timestep 84,Timestep 85,Timestep 86,Timestep 87,Timestep 88,Timestep 89,Timestep 90,Timestep 91,Timestep 92,Timestep 93,Timestep 94,Timestep 95,Timestep 96,Timestep 97,Timestep 98,Timestep 99,Timestep 100,Timestep 101,Timestep 102,Timestep 103,Timestep 104,Timestep 105,Timestep 106,Timestep 107,Timestep 108,Timestep 109,Timestep 110,Timestep 111,Timestep 112,Timestep 113,Timestep 114,Timestep 115,Timestep 116,Timestep 117,Timestep 118,Timestep 119,Timestep 120,Timestep 121,Timestep 122,Timestep 123,Timestep 124,Timestep 125
HEI,NICL,-1.1702940609949204,1.6625366237284454,-0.1579765806851946,0.05,11255.548406660198,1.4779328798705225,0.32629583920242017,0.025701949526925873,10,0.5,24.742818791946334,36.866799999999984,1.8624999999999972,0.8193921958642942,5.2596339073879514,5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10587.533814981804,10576.946281166824,10576.946281166824,10617.045817335573,10606.428771518236,10606.428771518236,10606.428771518236,10606.428771518236,10606.428771518236,10606.428771518236,10606.428771518236,10606.428771518236,10690.69011883798,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10679.999428719142,10761.183419519239,10750.42223609972,10750.42223609972,10750.42223609972,10750.42223609972,10750.42223609972,10739.67181386362,10670.298771444115,10659.628472672672,10659.628472672672,10659.628472672672,10659.628472672672,10659.628472672672,10550.550341983362,10725.539835341036,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10714.814295505694,10495.095121542307,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,10484.600026420763,11133.510248735567,11122.376738486832,11122.376738486832,11122.376738486832,11122.376738486832,11122.376738486832,11122.376738486832,11122.376738486832,11122.376738486832,11396.968407277758,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11385.57143887048,11266.81522188208,11255.548406660198,11255.548406660198
FOWAD,KLBSL,-1.7030991804666862,1.6082614568378322,0.08299682599160096,0.05,10299.01059336697,0.27815547407803537,0.09817253215658642,0.0063915622244894565,3,0.6666666666666666,4.331642857142858,60.643,28.0,2.1677738241809243,3.9408095517561836,5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10189.706275733657,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10179.516569457923,10365.260802760879,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10354.895541958118,10309.319913280247,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697,10299.01059336697
FOWAD,SWBBL,-2.5557126420740586,2.6272288783622555,0.130227059156808,0.05,10000.0,-1.1573405376882406e+17,0.0,0.0,0,0.0,inf,0.0,0.0,1.9013199595396806,9.48744519697904,9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
HEI,SICL,-1.1800257616771617,1.6014384368167263,0.11278870786010187,0.05,11255.286494646987,1.5378861778052346,0.19902735943804345,0.03832872462783478,15,0.8,6.306101643335358,17.26820833333333,10.953333333333338,0.5486047125393847,3.3917517411174956,5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10159.155793114292,10169.934053383437,10159.764119330053,10159.764119330053,10159.764119330053,10677.63067454018,10666.953043865638,10666.953043865638,10666.953043865638,11178.28168850901,10990.703671893669,10979.712968221775,10979.712968221775,10979.712968221775,10979.712968221775,10979.712968221775,10979.712968221775,11066.939821653421,11055.872881831767,11055.872881831767,11055.872881831767,11055.872881831767,11055.872881831767,11055.872881831767,11055.872881831767,11055.872881831767,11057.394793798436,11085.540889637197,11074.45534874756,11074.45534874756,11074.45534874756,11133.472382947848,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11122.338910564902,11141.730533000195,11210.89766454432,11241.553278280864,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11230.311725002584,11056.475311701177,11045.418836389475,11045.418836389475,11045.418836389475,11045.418836389475,11045.418836389475,11045.418836389475,11045.418836389475,11175.800035176513,11164.624235141337,11164.624235141337,11164.624235141337,11164.624235141337,11164.624235141337,11164.624235141337,11164.624235141337,11164.624235141337,11350.776894935336,11339.4261180404,11339.4261180404,11339.4261180404,11339.4261180404,11339.4261180404,11433.328424521163,11421.895096096641,11421.895096096641,11421.895096096641,11703.881339588945,11692.177458249356,11692.177458249356,11369.70878485736,11358.339076072503,11358.339076072503,11358.339076072503,11358.339076072503,11358.339076072503,11500.120335816513,11266.553047694682,11255.286494646987,11255.286494646987,11255.286494646987
NIL,SMB,-1.5732520140984618,2.3521964270954974,0.19560059420300968,0.05,9589.507777029774,-1.9199329775618008,-0.14778175629105872,0.04680105341918285,4,0.25,0.13121613006056765,24.697500000000044,94.11000000000001,0.8430367889372019,24.75889846310905,24,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9796.06426249927,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,9786.26819823677,10060.34239906362,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,10050.282056664557,9737.410654835121,9727.673244180285,9727.673244180285,9727.673244180285,9727.673244180285,9727.673244180285,9727.673244180285,9727.673244180285,9599.106883913688,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774,9589.507777029774
KLBSL,NICL,-1.3246204252325042,2.058641304860476,-0.4886999064030949,0.15000000000000002,10189.396444710499,-0.022984709733546563,-0.002324316798943021,0.07100415419352867,7,0.5714285714285714,0.44351109013685724,25.844500000000004,116.54499999999996,1.3169619722924595,102.82712401566174,30,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10140.81739303137,10468.252104973686,10457.783852868712,10145.676181348956,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,10135.530505167608,9734.697415791195,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9724.962718375406,9851.36334629093,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9841.51198294464,9798.195940407462,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,9788.397744467055,10404.700310097234,10109.280050852774,10099.170770801922,10099.170770801922,10099.170770801922,10199.59604075125,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499,10189.396444710499
HEI,KLBSL,-1.8668334618356954,1.7482677870109828,-0.4904386758235876,0.05,7759.997701592674,-3.0208262573015037,-0.1891863644405959,0.22400022984073253,7,0.14285714285714285,0.5698360896190093,155.4,54.54199999999999,0.5940045693341909,16.94144426200154,16,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9646.6134346693,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9636.96682123463,9552.683548288634,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9543.130864740346,9518.731891679681,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,9509.213159788002,8662.350937940098,7984.998113872046,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,7977.013115758174,8114.072704747109,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,8105.958632042362,7943.1154595937505,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7935.172344134157,7767.765467059734,7759.997701592674,7759.997701592674,7759.997701592674,7759.997701592674,7759.997701592674,7759.997701592674
PRIN,SICL,-1.1513309335606545,1.8309895525729887,-0.005285155418567666,0.05,10487.429099611607,0.3362662116191551,0.028230902401718425,0.09458041240245109,12,0.8333333333333334,5.301164448669192,16.730475000000002,15.78000000000003,0.6487497084836298,-222.19081331200644,5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10014.9306703269,10019.806610642083,10009.786804031442,10009.786804031442,10564.638672105637,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10554.074033433531,10575.698233069432,10565.122534836364,10565.122534836364,10565.122534836364,10565.122534836364,10565.122534836364,10565.122534836364,10426.22197605805,10387.142229352607,10376.755087123252,10376.755087123252,10376.755087123252,10376.755087123252,10376.755087123252,10376.755087123252,10376.755087123252,10376.755087123252,10376.755087123252,10729.478256868057,10824.52577626566,10813.701250489396,10813.701250489396,10813.701250489396,10813.701250489396,10563.095648053844,10552.532552405792,10552.532552405792,11079.651314167984,10990.200509536344,10979.210309026808,10979.210309026808,10810.006387520078,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10799.196381132557,10941.62247926629,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,10930.680856787025,11081.836268338575,11009.070603709028,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,10998.06153310532,11102.753396842167,11091.650643445326,11091.650643445326,11091.650643445326,11091.650643445326,11091.650643445326,11091.650643445326,11091.650643445326,11091.650643445326,11091.650643445326,11582.949213015234,10497.927026638245,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607,10487.429099611607
HEI,NIL,-1.6048974038493768,1.6452270114928749,0.18075263738629865,0.05,11417.53690920585,1.6748097260854191,0.3750424504113559,0.03046285966523614,11,0.6363636363636364,2.7379341912534017,37.384535714285725,23.894999999999996,0.5477553525826425,6.953796532223763,6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10021.204561420707,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10011.183356859287,10713.350329371566,11237.072506043598,11225.835433537555,11315.017573803243,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11303.70255622944,11197.922748985682,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11186.724826236696,11249.42664055337,11238.177213912817,11238.177213912817,11238.177213912817,11238.177213912817,11238.177213912817,11238.177213912817,11238.177213912817,11238.177213912817,11238.177213912817,11228.437660143883,11217.20922248374,11217.20922248374,11217.20922248374,11217.20922248374,11217.20922248374,11217.20922248374,11175.343900631518,11474.475708601845,11463.001232893244,11463.001232893244,11463.001232893244,11463.001232893244,11463.001232893244,11575.798407626677,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11564.22260921905,11776.275950876496,11764.499674925619,11764.499674925619,11764.499674925619,11764.499674925619,11489.484044724544,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11477.994560679821,11428.96587508093,11417.53690920585,11417.53690920585,11417.53690920585,11417.53690920585,11417.53690920585,11417.53690920585
HEI,NLG,-1.2389349499034041,1.7053605268861094,0.32570842256580657,0.1,12745.169679881283,3.118242980114809,6.077415819261213,0.0010000000000002507,10,0.7,5.284884451142935,30.055892857142855,13.269999999999982,0.699070154486737,3.0574078945961602,5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10159.155793114292,10148.996637321177,10148.996637321177,10148.996637321177,10148.996637321177,10519.29408628152,10508.774792195236,10508.774792195236,10508.774792195236,11012.521039999881,11001.508518959881,11001.508518959881,11001.508518959881,11001.508518959881,11773.135174317593,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11761.362039143274,11850.766005309677,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,11838.915239304366,12076.612147841732,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12064.53553569389,12102.279879907435,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12090.17760002753,12106.384368067134,12094.277983699067,12094.277983699067,12094.277983699067,12094.277983699067,12094.277983699067,12094.277983699067,12463.008819073315,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12450.545810254243,12757.927607488773,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283,12745.169679881283
KLBSL,SWBBL,-1.412614491262264,1.767660801190824,0.38068599194355,0.05,11744.480982604364,1.6845757322426562,0.41478188641951363,0.044143950348664224,7,0.8571428571428571,inf,41.11779166666668,0.0,0.8728264440906606,1.4375525638101836,5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10989.950232662302,11142.246273269839,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11131.104026996567,11033.753284143493,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11022.71953085935,11554.77980686108,11926.947427626597,11915.02048019897,11915.02048019897,11915.02048019897,11915.02048019897,11915.02048019897,11915.02048019897,12069.886479579902,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12057.81659310032,12286.872052427096,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12274.585180374668,12262.310595194294,12023.6821382148,12011.658456076584,12011.658456076584,12011.658456076584,12011.658456076584,12011.658456076584,12011.658456076584,12011.658456076584,12011.658456076584,12011.658456076584,11756.237219824188,11744.480982604364,11744.480982604364,11744.480982604364,11744.480982604364,11744.480982604364,11744.480982604364,11744.480982604364
KLBSL,NLG,-1.8590149527412838,1.765927331007067,-0.0013726463204060124,0.05,12326.207075671477,2.115881889980751,6.947267133717059,0.001998999999999973,5,0.2,0.41463344007630976,60.85574999999997,48.923333333333325,1.1315658253025729,38.17444569385415,30,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9990.0,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,9980.01,10370.156453531887,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,10359.786297078355,11138.790777475233,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11127.651986697758,11238.304383813087,11227.066079429273,11227.066079429273,11227.066079429273,11227.066079429273,11227.066079429273,12338.54562129277,12326.207075671477,12326.207075671477,12326.207075671477,12326.207075671477,12326.207075671477
